
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Sandy Amoros,1,0,0,0,0,0,0,0,0,0,,,,,0,0,,20,44,10,11,0,3,1,.250,.690
Joe Black,3,6,0,0,0,0,0,0,1,6,.000,.143,.000,.143,0,0,0,57,36,1,5,0,5,0,.139,.278
Roy Campanella,7,28,0,6,0,0,0,1,1,6,.214,.241,.214,.456,0,1,0,128,468,73,126,22,97,8,.269,.805
Billy Cox,7,27,4,8,2,0,0,0,3,4,.296,.367,.370,.737,0,1,1,116,455,56,118,6,34,10,.259,.639
Carl Erskine,3,6,1,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,34,66,7,10,0,2,0,.152,.367
Carl Furillo,7,23,1,4,2,0,0,0,3,3,.174,.269,.261,.530,0,0,0,134,425,52,105,8,59,1,.247,.655
Gil Hodges,7,21,1,0,0,0,0,1,5,6,.000,.192,.000,.192,0,0,1,153,508,87,129,32,102,2,.254,.886
Tommy Holmes,3,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,31,36,2,4,0,1,0,.111,.339
Ken Lehman,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,4,4,1,0,0,0,0,.000,.333
Billy Loes,2,3,0,1,0,0,0,0,0,1,.333,.333,.333,.667,1,0,0,40,54,3,5,0,1,0,.093,.218
Bobby Morgan,2,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,67,191,36,45,7,16,2,.236,.779
Rocky Nelson,4,3,0,0,0,0,0,0,1,2,.000,.250,.000,.250,0,0,,37,39,6,10,0,3,0,.256,.652
Andy Pafko,7,21,0,4,0,0,0,2,0,4,.190,.190,.190,.381,0,1,0,150,551,76,158,19,85,4,.287,.805
Pee Wee Reese,7,29,4,10,0,0,1,4,2,2,.345,.387,.448,.835,1,1,2,149,559,94,152,6,58,30,.272,.734
Jackie Robinson,7,23,4,4,0,0,1,2,7,5,.174,.367,.304,.671,2,0,0,149,510,104,157,19,75,24,.308,.904
Preacher Roe,3,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,27,57,2,4,0,3,0,.070,.187
Johnny Rutherford,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,22,31,3,9,0,3,0,.290,.635
George Shuba,4,10,0,3,1,0,0,0,0,4,.300,.300,.400,.700,0,0,0,94,256,40,78,9,40,1,.305,.859
Duke Snider,7,29,5,10,2,0,4,8,1,5,.345,.387,.828,1.215,1,0,0,144,534,80,162,21,92,7,.303,.863
Totals,83,233,20,50,7,0,6,18,24,49,.215,.291,.322,.613,5,4,,155,5266,775,1380,153,,90,.262,.748
