
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Elden Auker,2,4,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,43,74,3,11,0,8,0,.149,.368
Tommy Bridges,3,7,0,1,0,0,0,0,1,4,.143,.250,.143,.393,0,0,0,36,98,7,12,0,10,0,.122,.324
Mickey Cochrane,7,28,2,6,1,0,0,1,4,3,.214,.313,.250,.563,0,0,0,129,437,74,140,2,76,8,.320,.840
General Crowder,2,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,*38,62,2,11,0,1,0,.177,.397
Frank Doljack,2,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,56,120,15,28,1,19,2,.233,.647
Pete Fox,7,28,1,8,6,0,0,2,1,4,.286,.310,.500,.810,0,0,0,128,516,101,147,2,45,25,.285,.716
Charlie Gehringer,7,29,5,11,1,0,1,2,3,0,.379,.438,.517,.955,1,0,3,154,601,134,214,11,127,11,.356,.967
Goose Goslin,7,29,2,7,1,0,0,2,3,1,.241,.313,.276,.588,0,1,2,151,614,106,187,13,100,5,.305,.826
Hank Greenberg,7,28,4,9,2,1,1,7,4,9,.321,.406,.571,.978,1,0,1,153,593,118,201,26,139,9,.339,1.005
Ray Hayworth,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,54,167,20,49,0,27,0,.293,.702
Chief Hogsett,3,3,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,26,13,0,3,0,1,0,.231,.462
Firpo Marberry,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,38,55,7,12,0,9,0,.218,.574
Marv Owen,7,29,0,2,0,0,0,1,0,5,.069,.100,.069,.169,1,0,2,154,565,79,179,8,96,3,.317,.837
Billy Rogell,7,29,3,8,1,0,0,4,1,4,.276,.300,.310,.610,1,0,3,154,592,114,175,3,100,13,.296,.766
Schoolboy Rowe,3,7,0,0,0,0,0,0,0,5,.000,.000,.000,.000,0,0,0,51,109,15,33,2,22,0,.303,.789
Gee Walker,3,3,0,1,0,0,0,1,0,1,.333,.333,.333,.667,0,0,,98,347,54,104,6,39,20,.300,.758
Jo-Jo White,7,23,6,3,0,0,0,0,8,4,.130,.375,.130,.505,1,2,1,115,384,97,120,0,44,28,.313,.804
Totals,77,250,23,56,12,1,2,20,25,43,.224,.300,.304,.604,5,3,,154,5475,958,1644,74,,125,.300,.800
