
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Clay Bryant,1,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,50,106,16,24,3,15,0,.226,.590
Tex Carleton,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,33,65,9,15,0,7,1,.231,.588
Phil Cavarretta,4,13,1,6,1,0,0,0,0,1,.462,.462,.538,1.000,0,0,0,92,268,29,64,1,28,4,.239,.608
Ripper Collins,4,15,1,2,0,0,0,0,0,3,.133,.133,.133,.267,0,0,0,143,490,78,131,13,61,1,.267,.768
Dizzy Dean,2,3,0,2,0,0,0,0,0,0,.667,.667,.667,1.333,0,0,0,13,26,3,5,0,1,0,.192,.423
Frank Demaree,3,10,1,1,0,0,0,0,1,2,.100,.182,.100,.282,0,0,0,129,476,63,130,8,62,1,.273,.725
Larry French,3,0,0,0,0,0,0,0,0,0,,,,,0,0,0,43,62,7,13,0,7,0,.210,.559
Augie Galan,2,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,,110,395,52,113,6,69,8,.286,.785
Stan Hack,4,17,3,8,1,0,0,1,1,2,.471,.500,.529,1.029,0,1,0,152,609,109,195,4,67,16,.320,.843
Gabby Hartnett,3,11,0,1,0,1,0,0,0,2,.091,.091,.273,.364,0,0,0,88,299,40,82,10,59,1,.274,.825
Billy Herman,4,16,1,3,0,0,0,0,1,4,.188,.235,.188,.423,0,0,2,152,624,86,173,1,56,3,.277,.701
Billy Jurges,4,13,0,3,1,0,0,0,1,3,.231,.286,.308,.593,0,0,1,137,465,53,114,1,47,3,.245,.638
Tony Lazzeri,2,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,,54,120,21,32,5,23,0,.267,.814
Bill Lee,2,3,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,44,101,10,20,0,13,1,.198,.476
Joe Marty,3,12,1,6,1,0,1,5,0,2,.500,.500,.833,1.333,0,1,0,76,235,32,57,7,35,0,.243,.696
Ken O'Dea,3,5,1,1,0,0,1,2,1,0,.200,.333,.800,1.133,0,0,0,86,247,22,65,3,33,1,.263,.654
Vance Page,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,13,26,2,4,0,1,0,.154,.308
Carl Reynolds,4,12,0,0,0,0,0,0,1,3,.000,.077,.000,.077,0,0,0,125,497,59,150,3,67,9,.302,.752
Charlie Root,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,44,48,2,8,0,3,0,.167,.418
Jack Russell,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,42,32,4,7,0,3,0,.219,.577
Totals,53,136,9,33,4,1,2,8,6,26,.243,.275,.331,.606,0,2,,154,5333,713,1435,65,,49,.269,.715
