
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Matty Alou,7,24,0,1,0,0,0,0,3,0,.042,.148,.042,.190,1,0,1,*140,525,57,161,4,47,13,.307,.729
Sal Bando,7,26,2,7,1,0,0,1,2,5,.269,.321,.308,.629,0,0,1,152,535,64,126,15,77,3,.236,.709
Vida Blue,4,1,0,0,0,0,0,0,2,1,.000,.667,.000,.667,0,0,0,27,45,4,2,0,0,0,.044,.184
Bert Campaneris,7,28,1,5,0,0,0,0,1,4,.179,.207,.179,.385,0,1,1,149,625,85,150,8,32,52,.240,.603
Dave Duncan,3,5,0,1,0,0,0,0,1,3,.200,.333,.200,.533,0,0,0,121,403,39,88,19,59,0,.218,.676
Mike Epstein,6,16,1,0,0,0,0,0,5,3,.000,.238,.000,.238,0,0,2,138,455,63,123,26,70,0,.270,.866
Rollie Fingers,6,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,65,19,2,6,1,2,0,.316,.789
Dick Green,7,18,0,6,2,0,0,1,0,4,.333,.333,.444,.778,0,0,0,26,42,1,12,0,3,0,.286,.705
Dave Hamilton,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,25,26,2,4,0,0,0,.154,.505
Mike Hegan,6,5,0,1,0,0,0,0,0,2,.200,.200,.200,.400,0,0,0,98,79,13,26,1,5,1,.329,.805
George Hendrick,5,15,3,2,0,0,0,0,1,2,.133,.188,.133,.321,0,0,0,58,121,10,22,4,15,3,.182,.511
Ken Holtzman,3,5,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,1,40,90,6,16,0,6,0,.178,.409
Joe Horlen,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,32,17,1,3,0,0,0,.176,.353
Catfish Hunter,3,5,0,1,0,0,0,1,2,1,.200,.429,.200,.629,0,0,1,39,105,5,23,0,5,0,.219,.434
Ted Kubiak,4,3,0,1,0,0,0,0,0,0,.333,.333,.333,.667,0,0,0,*97,210,19,43,0,15,0,.205,.525
Allan Lewis,6,0,2,0,0,0,0,0,0,0,,,,,0,2,,24,10,5,2,0,2,8,.200,.500
Bob Locker,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,56,6,0,0,0,0,0,.000,.333
Angel Mangual,4,10,1,3,0,0,0,1,0,0,.300,.300,.300,.600,0,0,1,91,272,19,67,5,32,0,.246,.649
Gonzalo Marquez,5,5,0,3,0,0,0,1,0,0,.600,.600,.600,1.200,0,0,,23,21,2,8,0,4,1,.381,.842
Don Mincher,3,1,0,1,0,0,0,1,0,0,1.000,1.000,1.000,2.000,0,0,,*108,245,25,53,6,44,2,.216,.697
Blue Moon Odom,4,4,0,0,0,0,0,0,0,3,.000,.000,.000,.000,0,0,0,59,66,16,8,2,2,4,.121,.362
Joe Rudi,7,25,1,6,0,0,1,1,2,5,.240,.321,.360,.681,0,0,0,147,593,94,181,19,75,3,.305,.830
Gene Tenace,7,23,5,8,1,0,4,9,2,4,.348,.400,.913,1.313,0,0,1,82,227,22,51,5,32,0,.225,.646
Totals,108,220,16,46,4,0,5,16,21,37,.209,.281,.295,.576,1,3,,155,5200,604,1248,134,,87,.240,.672
