
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Joe Blanton,1,2,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,31,55,4,7,0,1,0,.127,.327
Eric Bruntlett,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,,72,105,15,18,0,7,2,.171,.462
Chad Durbin,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,59,7,0,1,0,0,0,.143,.286
Scott Eyre,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,42,0,0,0,0,0,0,,
Pedro Feliz,6,23,2,4,1,0,1,2,0,4,.174,.174,.348,.522,0,0,0,158,580,62,154,12,82,0,.266,.694
Ben Francisco,4,7,0,0,0,0,0,0,1,2,.000,.125,.000,.125,0,0,0,*126,405,58,104,15,46,14,.257,.779
Cole Hamels,1,1,0,1,0,0,0,0,0,0,1.000,1.000,1.000,2.000,0,0,0,32,61,6,9,0,5,1,.148,.358
J.A. Happ,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,35,43,2,4,0,1,0,.093,.230
Ryan Howard,6,23,3,4,2,0,1,3,2,13,.174,.240,.391,.631,1,0,0,160,616,105,172,45,141,8,.279,.931
Raul Ibanez,6,23,2,7,4,0,1,4,1,9,.304,.333,.609,.942,0,0,1,134,500,93,136,34,93,4,.272,.899
Cliff Lee,2,3,0,1,0,0,0,0,0,1,.333,.333,.333,.667,0,0,0,*34,38,2,7,0,1,0,.184,.442
Brad Lidge,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,67,0,0,0,0,0,0,,
Ryan Madson,5,0,0,0,0,0,0,0,0,0,,,,,0,0,0,79,0,0,0,0,0,0,,
Pedro Martinez,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,9,14,0,1,0,1,0,.071,.205
Brett Myers,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,18,18,2,4,0,0,0,.222,.541
Chan Ho Park,4,0,0,0,0,0,0,0,0,0,,,,,0,0,0,45,14,1,2,1,1,0,.143,.651
Jimmy Rollins,6,23,3,5,0,0,0,2,5,2,.217,.345,.217,.562,3,0,1,155,672,100,168,21,77,31,.250,.719
Carlos Ruiz,6,18,4,6,2,1,1,2,5,2,.333,.478,.722,1.200,0,0,0,107,322,32,82,9,43,3,.255,.780
Matt Stairs,5,8,0,1,0,0,0,1,0,2,.125,.125,.125,.250,0,0,,99,103,15,20,5,17,0,.194,.735
Chase Utley,6,21,7,6,1,0,5,8,4,5,.286,.400,1.048,1.448,1,0,0,156,571,112,161,31,93,23,.282,.905
Shane Victorino,6,22,3,4,1,0,0,2,3,1,.182,.296,.227,.524,0,0,0,156,620,102,181,10,62,25,.292,.803
Jayson Werth,6,19,3,5,0,0,2,3,5,7,.263,.417,.579,.996,0,0,0,159,571,98,153,36,99,20,.268,.879
Totals,81,194,27,44,11,1,11,27,26,50,.227,.318,.464,.782,5,0,,162,5578,820,1439,224,,119,.258,.781
