
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Johnny Allen,3,0,0,0,0,0,0,0,0,0,,,,,0,0,0,*31,42,6,4,1,4,0,.095,.283
Dolph Camilli,5,18,1,3,1,0,0,1,1,6,.167,.211,.222,.433,0,0,0,149,529,92,151,34,120,3,.285,.962
Hugh Casey,3,2,0,1,0,0,0,0,0,1,.500,.500,.500,1.000,0,0,0,45,50,4,6,0,0,0,.120,.325
Pete Coscarart,3,7,1,0,0,0,0,0,1,2,.000,.125,.000,.125,0,0,0,43,62,13,8,0,5,1,.129,.363
Curt Davis,1,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,31,59,5,11,2,9,0,.186,.522
Freddie Fitzsimmons,1,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,13,28,1,4,0,1,0,.143,.404
Herman Franks,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,57,139,10,28,1,11,0,.201,.548
Larry French,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,*32,51,5,10,0,4,0,.196,.470
Augie Galan,2,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,,*82,147,21,32,1,17,0,.218,.610
Billy Herman,4,8,0,1,0,0,0,0,2,0,.125,.300,.125,.425,0,0,0,*144,572,81,163,3,41,1,.285,.732
Kirby Higbe,1,1,0,1,0,0,0,0,0,0,1.000,1.000,1.000,2.000,0,0,0,48,112,6,21,0,14,0,.188,.448
Cookie Lavagetto,3,10,1,1,0,0,0,0,2,0,.100,.250,.100,.350,0,0,0,132,441,75,122,1,78,7,.277,.757
Joe Medwick,5,17,1,4,1,0,0,0,1,2,.235,.278,.294,.572,0,0,0,133,538,100,171,18,88,2,.318,.881
Mickey Owen,5,12,1,2,0,1,0,2,3,0,.167,.333,.333,.667,0,1,1,128,386,32,89,1,44,1,.231,.584
Pee Wee Reese,5,20,1,4,0,0,0,2,0,0,.200,.200,.200,.400,0,0,3,152,595,76,136,2,46,10,.229,.605
Pete Reiser,5,20,1,4,1,1,1,3,1,6,.200,.238,.500,.738,0,0,0,137,536,117,184,14,76,4,.343,.964
Lew Riggs,3,8,0,2,0,0,0,1,1,1,.250,.333,.250,.583,0,0,0,77,197,27,60,5,36,1,.305,.844
Dixie Walker,5,18,3,4,2,0,0,0,2,1,.222,.300,.333,.633,0,0,0,148,531,88,165,9,71,4,.311,.843
Jimmy Wasdell,3,5,0,1,1,0,0,2,0,0,.200,.200,.400,.600,0,0,0,94,265,39,79,4,48,2,.298,.764
Whit Wyatt,2,6,1,1,1,0,0,0,0,1,.167,.167,.333,.500,0,0,0,40,109,10,26,3,22,0,.239,.639
Totals,62,159,11,29,7,2,1,11,14,21,.182,.249,.270,.519,0,1,,157,5485,800,1494,101,,36,.272,.752
