
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Dusty Baker,6,21,2,5,0,0,1,1,1,3,.238,.273,.381,.654,0,0,0,149,522,62,137,11,66,12,.262,.701
Ron Cey,6,21,2,6,0,0,1,4,3,3,.286,.375,.429,.804,0,0,0,159,555,84,150,23,84,2,.270,.833
Vic Davalillo,2,3,0,1,0,0,0,0,0,0,.333,.333,.333,.667,0,0,,75,77,15,24,1,11,2,.312,.723
Joe Ferguson,2,4,1,2,2,0,0,0,0,1,.500,.500,1.000,1.500,0,0,1,*118,348,40,78,14,50,1,.224,.747
Terry Forster,3,0,0,0,0,0,0,0,0,0,,,,,0,0,0,47,8,1,4,0,2,0,.500,1.125
Steve Garvey,6,24,1,5,1,0,0,0,1,7,.208,.240,.250,.490,1,0,1,162,639,89,202,21,113,10,.316,.852
Jerry Grote,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,41,70,5,19,0,9,0,.271,.697
Burt Hooton,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,32,67,4,10,0,2,0,.149,.394
Charlie Hough,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,55,12,1,4,0,2,0,.333,.750
Tommy John,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,33,66,2,8,0,6,0,.121,.311
Lee Lacy,4,14,0,2,0,0,0,1,1,3,.143,.200,.143,.343,0,0,,103,245,29,64,13,40,7,.261,.853
Davey Lopes,6,26,7,8,0,0,3,7,2,1,.308,.357,.654,1.011,2,0,1,151,587,93,163,17,58,45,.278,.776
Rick Monday,5,13,2,2,1,0,0,0,4,3,.154,.353,.231,.584,0,1,0,119,342,54,87,19,57,2,.254,.816
Manny Mota,1,0,0,0,0,0,0,0,1,0,,1.000,,,0,0,,37,33,2,10,0,6,0,.303,.694
Bill North,4,8,2,1,1,0,0,2,1,0,.125,.222,.250,.472,1,0,0,*134,356,59,82,0,15,30,.230,.637
Johnny Oates,1,1,0,1,0,0,0,0,1,0,1.000,1.000,1.000,2.000,0,0,0,40,75,5,23,0,6,0,.307,.670
Doug Rau,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,30,63,3,9,0,5,0,.143,.328
Lance Rautzhan,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,43,4,0,0,0,0,0,.000,.000
Bill Russell,6,26,1,11,2,0,0,2,2,2,.423,.464,.500,.964,1,2,3,155,625,72,179,3,46,10,.286,.684
Reggie Smith,6,25,3,5,0,0,1,5,2,6,.200,.259,.320,.579,0,1,1,128,447,82,132,29,93,12,.295,.942
Don Sutton,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,34,72,1,6,0,3,0,.083,.215
Bob Welch,3,0,0,0,0,0,0,0,0,0,,,,,0,0,0,23,29,3,5,0,1,0,.172,.379
Steve Yeager,5,13,2,3,1,0,0,0,1,2,.231,.286,.308,.593,0,0,0,94,228,19,44,4,23,0,.193,.577
Totals,79,199,23,52,8,0,6,22,20,31,.261,.329,.392,.721,5,4,,162,5437,727,1435,149,,137,.264,.740
