
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Pete Alexander,2,5,0,1,0,0,0,0,0,1,.200,.200,.200,.400,0,,0,49,130,9,22,1,8,0,.169,.421
Dave Bancroft,5,17,2,5,0,0,0,1,2,2,.294,.368,.294,.663,0,,1,153,563,85,143,7,30,15,.254,.676
Beals Becker,2,0,0,0,0,0,0,0,0,0,,,,,0,,0,112,338,38,83,11,35,12,.246,.716
Ed Burns,5,16,1,3,0,0,0,0,1,2,.188,.235,.188,.423,0,,1,67,174,11,42,0,16,1,.241,.597
Bobby Byrne,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,,,105,387,50,81,0,21,4,.209,.536
George Chalmers,1,3,0,1,0,0,0,0,0,1,.333,.333,.333,.667,0,,0,26,59,0,10,0,6,0,.169,.404
Gavvy Cravath,5,16,2,2,1,1,0,1,2,6,.125,.222,.313,.535,0,,0,150,522,89,149,24,115,11,.285,.902
Oscar Dugey,2,0,0,0,0,0,0,0,0,0,,,,,1,,,42,39,4,6,0,0,2,.154,.462
Bill Killefer,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,,,105,320,26,76,0,24,5,.238,.565
Fred Luderus,5,16,1,7,2,0,1,6,1,4,.438,.500,.750,1.250,0,,1,141,499,55,157,7,62,9,.315,.833
Erskine Mayer,2,4,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,,0,43,88,7,21,1,7,0,.239,.598
Bert Niehoff,5,16,1,1,0,0,0,0,1,5,.063,.118,.063,.180,0,,0,148,529,61,126,2,49,21,.238,.588
Dode Paskert,5,19,2,3,0,0,0,0,1,2,.158,.200,.158,.358,0,,0,109,328,51,80,3,39,9,.244,.666
Eppa Rixey,1,2,0,1,0,0,0,0,0,0,.500,.500,.500,1.000,0,,0,29,55,3,9,0,2,0,.164,.402
Milt Stock,5,17,1,2,1,0,0,0,1,0,.118,.211,.176,.387,0,,0,69,227,37,59,1,15,6,.260,.656
Possum Whitted,5,15,0,1,0,0,0,1,1,0,.067,.125,.067,.192,1,,0,128,448,46,126,1,43,24,.281,.667
Totals,52,148,10,27,4,1,1,9,10,25,.182,.244,.243,.487,2,,,153,4916,589,1216,58,,121,.247,.656
