
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Jim Barbieri,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,,39,82,9,23,0,3,2,.280,.693
Jim Brewer,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,13,0,0,0,0,0,0,,
Wes Covington,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,,*46,44,1,5,1,6,0,.114,.491
Tommy Davis,4,8,0,2,0,0,0,0,1,1,.250,.333,.250,.583,0,0,0,100,313,27,98,3,27,3,.313,.729
Willie Davis,4,16,0,1,0,0,0,0,0,4,.063,.063,.063,.125,0,0,3,153,624,74,177,11,61,21,.284,.708
Don Drysdale,2,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,46,106,6,20,2,8,0,.189,.475
Ron Fairly,3,7,0,1,0,0,0,0,2,4,.143,.333,.143,.476,0,0,1,117,351,53,101,14,61,3,.288,.844
Al Ferrara,1,1,0,1,0,0,0,0,0,0,1.000,1.000,1.000,2.000,0,0,,63,115,15,31,5,23,0,.270,.768
Jim Gilliam,2,6,0,0,0,0,0,1,2,0,.000,.250,.000,.250,0,0,1,88,235,30,51,1,16,2,.217,.583
Lou Johnson,4,15,1,4,1,0,0,0,1,1,.267,.313,.333,.646,0,0,0,152,526,71,143,17,73,8,.272,.731
John Kennedy,2,5,0,1,0,0,0,0,0,0,.200,.200,.200,.400,0,1,0,125,274,15,55,3,24,1,.201,.522
Sandy Koufax,1,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,41,118,5,9,0,5,0,.076,.215
Jim Lefebvre,4,12,1,2,0,0,1,1,3,4,.167,.333,.417,.750,0,0,0,152,544,69,149,24,74,1,.274,.793
Bob Miller,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,46,13,0,1,0,1,0,.077,.154
Joe Moeller,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,29,12,1,2,0,0,0,.167,.452
Nate Oliver,1,0,0,0,0,0,0,0,0,0,,,,,0,0,,80,119,17,23,0,3,3,.193,.486
Claude Osteen,1,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,39,76,8,16,1,6,1,.211,.575
Wes Parker,4,13,0,3,2,0,0,0,1,3,.231,.286,.385,.670,0,0,0,156,475,67,120,12,51,7,.253,.737
Ron Perranoski,2,0,0,0,0,0,0,0,0,0,,,,,0,0,1,55,8,1,2,0,1,0,.250,.875
Phil Regan,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,65,21,2,3,0,0,0,.143,.393
John Roseboro,4,14,0,1,0,0,0,0,0,3,.071,.071,.071,.143,0,0,0,142,445,47,123,9,53,3,.276,.740
Dick Stuart,2,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,,*69,178,11,43,7,22,0,.242,.690
Maury Wills,4,13,0,1,0,0,0,0,3,3,.077,.250,.077,.327,1,0,0,143,594,60,162,1,39,38,.273,.622
Totals,52,120,2,17,3,0,1,2,13,28,.142,.226,.192,.417,1,1,,162,5471,606,1399,108,,94,.256,.675
