
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Mordecai Brown,3,6,0,2,0,0,0,0,0,4,.333,.333,.333,.667,0,,1,36,98,11,20,0,4,0,.204,.464
Frank Chance,6,21,3,5,1,0,0,0,2,1,.238,.360,.286,.646,2,,0,136,474,103,151,3,71,57,.319,.849
Johnny Evers,6,20,2,3,1,0,0,1,1,3,.150,.190,.200,.390,2,,1,154,533,65,136,1,51,49,.255,.620
Doc Gessler,2,1,0,0,0,0,0,0,1,0,.000,.500,.000,.500,0,,,*43,116,11,29,0,14,7,.250,.665
Solly Hofman,6,23,3,7,1,0,0,2,3,5,.304,.385,.348,.732,1,,0,64,195,30,50,2,20,13,.256,.654
Johnny Kling,6,17,2,3,1,0,0,0,4,3,.176,.333,.235,.569,0,,1,107,343,45,107,2,46,14,.312,.777
Pat Moran,2,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,,,70,226,22,57,0,35,6,.252,.599
Orval Overall,2,4,1,1,1,0,0,0,1,1,.250,.400,.500,.900,0,,0,*31,84,10,15,0,4,1,.179,.412
Jack Pfiester,2,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,,1,31,84,5,4,0,1,0,.048,.139
Ed Reulbach,2,3,0,0,0,0,0,1,0,1,.000,.000,.000,.000,0,,0,34,83,4,13,0,4,0,.157,.333
Frank Schulte,6,26,1,7,3,0,0,3,1,3,.269,.296,.385,.681,0,,0,146,563,77,158,7,60,25,.281,.720
Jimmy Sheckard,6,21,0,0,0,0,0,1,2,4,.000,.087,.000,.087,1,,0,149,549,90,144,1,45,30,.262,.702
Harry Steinfeldt,6,20,2,5,1,0,0,2,1,0,.250,.286,.300,.586,0,,1,151,539,81,176,3,83,29,.327,.825
Joe Tinker,6,18,4,3,0,0,0,1,2,2,.167,.250,.167,.417,3,,2,148,523,75,122,1,64,30,.233,.581
Totals,61,184,18,36,9,0,0,11,18,28,.196,.275,.245,.519,9,,,155,5018,704,1316,20,,283,.262,.667
