
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Johnny Bench,4,15,4,8,1,1,2,6,0,1,.533,.533,1.133,1.667,0,0,0,135,465,62,109,16,74,13,.234,.741
Jack Billingham,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,34,59,4,14,0,4,0,.237,.562
Pedro Borbon,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,69,18,2,4,0,0,0,.222,.444
Dave Concepcion,4,14,1,5,1,1,0,3,1,3,.357,.400,.571,.971,1,1,1,152,576,74,162,9,69,21,.281,.736
Dan Driessen,4,14,4,5,2,0,1,1,2,0,.357,.438,.714,1.152,1,0,,98,219,32,54,7,44,14,.247,.764
George Foster,4,14,3,6,1,0,0,4,2,3,.429,.500,.500,1.000,0,2,0,144,562,86,172,29,121,17,.306,.894
Cesar Geronimo,4,13,3,4,2,0,0,1,2,2,.308,.400,.462,.862,2,0,1,149,486,59,149,2,49,22,.307,.795
Ken Griffey,4,17,2,1,0,0,0,1,0,1,.059,.056,.059,.114,1,0,0,148,562,111,189,6,74,34,.336,.851
Don Gullett,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,25,44,2,8,0,3,0,.182,.382
Will McEnaney,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,55,6,0,1,0,0,0,.167,.542
Joe Morgan,4,15,3,5,1,1,1,2,2,2,.333,.412,.733,1.145,2,0,2,141,472,113,151,27,111,60,.320,1.020
Gary Nolan,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,34,79,1,8,0,3,0,.101,.235
Fred Norman,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,33,50,1,7,0,1,0,.140,.294
Tony Perez,4,16,1,5,1,0,0,2,1,2,.313,.353,.375,.728,0,1,0,139,527,77,137,19,91,10,.260,.779
Pete Rose,4,16,1,3,1,0,0,1,2,2,.188,.263,.250,.513,0,0,0,162,665,130,215,10,63,9,.323,.854
Pat Zachry,1,0,0,0,0,0,0,0,0,0,,,,,0,0,1,38,62,1,7,0,2,0,.113,.267
Totals,44,134,22,42,10,3,4,21,12,16,.313,.365,.522,.887,7,4,,162,5702,857,1599,141,,210,.280,.781
