
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Jimmy Archer,1,3,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,,0,18,42,6,5,0,0,0,.119,.315
Ty Cobb,5,20,1,4,0,1,0,0,0,3,.200,.238,.300,.538,0,,0,150,605,97,212,5,119,53,.350,.848
Bill Coughlin,5,20,0,5,0,0,0,0,1,4,.250,.286,.250,.536,1,,2,134,519,80,126,0,46,15,.243,.570
Sam Crawford,5,21,1,5,1,0,0,3,0,3,.238,.238,.286,.524,0,,0,144,582,102,188,4,81,18,.323,.826
Bill Donovan,2,8,0,0,0,0,0,0,0,3,.000,.000,.000,.000,0,,0,37,109,20,29,0,19,4,.266,.671
Davy Jones,5,17,1,6,0,0,0,0,4,0,.353,.476,.353,.829,3,,1,126,491,101,134,0,27,30,.273,.674
Ed Killian,1,2,1,1,0,0,0,0,0,0,.500,.500,.500,1.000,0,,0,46,122,16,39,0,11,3,.320,.756
George Mullin,2,6,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,,0,70,157,16,34,0,13,2,.217,.563
Charley O'Leary,5,17,0,1,0,0,0,0,1,3,.059,.111,.059,.170,0,,2,139,465,61,112,0,34,11,.241,.584
Fred Payne,2,4,0,1,0,0,0,1,0,0,.250,.250,.250,.500,1,,1,53,169,17,28,0,14,4,.166,.422
Claude Rossman,5,20,1,9,0,1,0,2,1,0,.450,.476,.550,1.026,1,,1,153,571,60,158,0,69,20,.277,.660
Germany Schaefer,5,21,1,3,0,0,0,0,0,3,.143,.143,.143,.286,0,,0,109,372,44,96,1,32,21,.258,.628
Boss Schmidt,4,12,0,2,0,0,0,0,2,1,.167,.286,.167,.452,0,,2,104,349,32,85,0,23,8,.244,.564
Ed Siever,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,,0,39,94,5,15,0,4,1,.160,.371
Totals,48,172,6,37,1,2,0,6,9,22,.215,.258,.244,.502,6,,,153,5204,693,1383,11,,196,.266,.648
