
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Chuck Churn,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,14,6,1,1,0,0,0,.167,.500
Roger Craig,2,3,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,29,52,1,3,0,3,0,.058,.133
Don Demeter,6,12,2,3,0,0,0,0,1,3,.250,.308,.250,.558,0,1,0,139,371,55,95,18,70,5,.256,.731
Don Drysdale,1,2,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,46,91,9,15,4,12,0,.165,.528
Chuck Essegian,4,3,2,2,0,0,2,2,1,1,.667,.750,2.667,3.417,0,0,,*41,85,8,21,1,10,0,.247,.689
Ron Fairly,6,3,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,118,244,27,58,4,23,0,.238,.668
Carl Furillo,4,4,0,1,0,0,0,2,0,1,.250,.250,.250,.500,0,0,0,50,93,8,27,0,13,0,.290,.667
Jim Gilliam,6,25,2,6,0,0,0,0,2,2,.240,.296,.240,.536,2,0,0,145,553,91,156,3,34,23,.282,.732
Gil Hodges,6,23,2,9,0,1,1,2,1,2,.391,.417,.609,1.025,0,0,0,124,413,57,114,25,80,3,.276,.880
Johnny Klippstein,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,28,7,0,1,0,0,0,.143,.286
Sandy Koufax,2,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,35,54,3,6,0,0,0,.111,.310
Clem Labine,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,56,16,1,0,0,0,0,.000,.000
Norm Larker,6,16,2,3,0,0,0,0,2,3,.188,.278,.188,.465,0,0,0,108,311,37,90,8,49,0,.289,.762
Wally Moon,6,23,3,6,0,0,1,2,2,2,.261,.320,.391,.711,1,0,0,145,543,93,164,19,74,15,.302,.890
Charlie Neal,6,27,4,10,2,0,2,6,0,1,.370,.370,.667,1.037,1,0,1,151,616,103,177,19,83,17,.287,.802
Joe Pignatano,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,52,139,17,33,1,11,1,.237,.648
Johnny Podres,3,4,1,2,1,0,0,1,0,0,.500,.500,.750,1.250,0,0,0,34,65,4,16,0,4,0,.246,.567
Rip Repulski,1,0,0,0,0,0,0,0,1,0,,1.000,,,0,0,0,53,94,11,24,2,14,0,.255,.704
John Roseboro,6,21,0,2,0,0,0,1,0,2,.095,.095,.095,.190,0,0,0,118,397,39,92,10,38,7,.232,.700
Larry Sherry,5,4,0,2,0,0,0,0,0,1,.500,.500,.500,1.000,0,0,0,23,32,3,7,2,5,0,.219,.649
Duke Snider,4,10,1,2,0,0,1,2,2,0,.200,.333,.500,.833,0,0,2,126,370,59,114,23,88,1,.308,.935
Stan Williams,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,35,36,3,7,0,3,0,.194,.451
Maury Wills,6,20,2,5,0,0,0,1,0,3,.250,.250,.250,.500,1,0,1,83,242,27,63,0,7,7,.260,.596
Don Zimmer,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,97,249,21,41,4,28,3,.165,.523
Totals,86,203,21,53,3,1,7,19,12,27,.261,.302,.389,.691,5,1,,156,5282,705,1360,148,,84,.257,.730
