
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Guy Bush,2,1,0,0,0,0,0,0,1,0,.000,.500,.000,.500,0,0,0,40,84,6,15,0,1,0,.179,.442
Kiki Cuyler,4,18,2,5,1,1,1,2,0,3,.278,.278,.611,.889,1,0,0,110,446,58,130,10,77,9,.291,.782
Frank Demaree,2,7,1,2,0,0,1,4,1,0,.286,.375,.714,1.089,0,0,1,23,56,4,14,0,6,0,.250,.592
Woody English,4,17,2,3,0,0,0,1,2,2,.176,.263,.176,.440,0,1,1,127,522,70,142,3,47,5,.272,.704
Burleigh Grimes,2,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,30,44,4,11,0,5,1,.250,.539
Charlie Grimm,4,15,2,5,2,0,0,1,2,2,.333,.412,.467,.878,0,0,0,149,570,66,175,7,80,2,.307,.774
Marv Gudat,2,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,,60,94,15,24,1,15,0,.255,.720
Stan Hack,1,0,0,0,0,0,0,0,0,0,,,,,0,0,,72,178,32,42,2,19,5,.236,.671
Gabby Hartnett,4,16,2,5,2,0,1,1,1,3,.313,.353,.625,.978,0,0,1,121,406,52,110,12,52,0,.271,.790
Rollie Hemsley,3,3,0,0,0,0,0,0,0,3,.000,.000,.000,.000,0,0,0,60,151,27,36,4,20,2,.238,.710
Billy Herman,4,18,5,4,1,0,0,1,1,3,.222,.263,.278,.541,0,0,1,154,656,102,206,1,51,14,.314,.762
Billy Jurges,3,11,1,4,1,0,0,1,0,1,.364,.364,.455,.818,2,0,2,115,396,40,100,2,52,1,.253,.637
Mark Koenig,2,4,1,1,0,1,0,1,1,0,.250,.400,.750,1.150,0,0,0,33,102,15,36,3,11,0,.353,.887
Pat Malone,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,37,78,7,14,1,7,0,.179,.453
Jakie May,2,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,35,8,0,1,0,0,0,.125,.347
Johnny Moore,2,7,1,0,0,0,0,0,2,1,.000,.222,.000,.222,0,0,0,119,443,59,135,13,64,4,.305,.811
Charlie Root,1,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,39,76,4,13,1,10,0,.171,.395
Bob Smith,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,36,42,5,10,0,4,1,.238,.619
Riggs Stephenson,4,18,2,8,1,0,0,4,0,0,.444,.444,.500,.944,0,0,0,147,583,86,189,4,85,3,.324,.826
Bud Tinning,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,24,23,3,2,0,1,0,.087,.323
Lon Warneke,2,4,0,0,0,0,0,0,0,3,.000,.000,.000,.000,0,0,0,35,99,8,19,0,9,0,.192,.438
Totals,52,146,19,37,8,2,3,16,11,24,.253,.306,.397,.703,3,1,,154,5462,720,1519,69,,48,.278,.722
