
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Jeremy Bonderman,1,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,34,4,0,0,0,0,0,.000,.000
Sean Casey,5,17,2,9,2,0,2,5,0,2,.529,.556,1.000,1.556,0,0,0,*112,397,47,108,8,59,0,.272,.724
Alexis Gomez,3,3,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,,62,103,17,28,1,6,4,.272,.707
Curtis Granderson,5,21,1,2,1,0,0,0,1,7,.095,.136,.143,.279,0,0,0,159,596,90,155,19,68,8,.260,.773
Jason Grilli,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,51,0,0,0,0,0,0,,
Carlos Guillen,5,17,2,6,1,1,0,2,3,4,.353,.450,.529,.979,1,0,0,153,543,100,174,19,85,20,.320,.920
Omar Infante,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,,78,224,35,62,4,25,3,.277,.740
Brandon Inge,5,17,0,6,2,0,0,1,1,6,.353,.389,.471,.859,0,0,3,159,542,83,137,27,83,7,.253,.776
Todd Jones,2,0,0,0,0,0,0,0,0,0,,,,,0,0,1,62,0,0,0,0,0,0,,
Wil Ledezma,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,24,0,0,0,0,0,0,,
Zach Miner,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,27,6,1,1,0,0,0,.167,.500
Craig Monroe,5,20,3,3,1,0,2,2,1,5,.150,.190,.500,.690,0,0,0,147,541,89,138,28,92,2,.255,.783
Magglio Ordonez,5,19,2,2,0,0,0,0,1,4,.105,.150,.105,.255,0,0,0,155,593,82,177,24,104,1,.298,.827
Neifi Perez,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,*108,301,31,73,2,29,1,.243,.575
Placido Polanco,5,17,0,0,0,0,0,0,1,1,.000,.105,.000,.105,0,0,0,110,461,58,136,4,52,1,.295,.693
Nate Robertson,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,32,6,0,1,0,1,0,.167,.333
Fernando Rodney,4,0,0,0,0,0,0,0,0,0,,,,,0,0,1,63,1,0,0,0,0,0,.000,.000
Ivan Rodriguez,5,19,1,3,1,0,0,1,0,3,.158,.158,.211,.368,0,0,0,136,547,74,164,13,69,8,.300,.769
Kenny Rogers,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,34,7,0,1,0,0,0,.143,.429
Ramon Santiago,3,5,0,1,0,0,0,0,0,2,.200,.200,.200,.400,0,0,0,43,80,9,18,0,3,2,.225,.506
Marcus Thames,2,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,110,348,61,89,26,60,1,.256,.882
Justin Verlander,2,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,2,30,1,0,0,0,0,0,.000,.000
Jamie Walker,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,56,0,0,0,0,0,0,,
Joel Zumaya,3,0,0,0,0,0,0,0,0,0,,,,,0,0,1,62,0,0,0,0,0,0,,
Totals,71,161,11,32,8,1,4,11,8,37,.199,.246,.335,.581,1,0,,162,5642,822,1548,203,,60,.274,.777
