
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Doyle Alexander,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,*30,0,0,0,0,0,0,,
Chris Chambliss,4,16,1,5,1,0,0,1,0,2,.313,.353,.375,.728,0,0,1,156,641,79,188,17,96,1,.293,.765
Dock Ellis,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,32,0,0,0,0,0,0,,
Ed Figueroa,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,34,0,0,0,0,0,0,,
Oscar Gamble,3,8,0,1,0,0,0,1,0,0,.125,.125,.125,.250,0,0,0,110,340,43,79,17,57,5,.232,.743
Elrod Hendricks,2,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,,*54,132,8,23,4,9,0,.174,.511
Catfish Hunter,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,36,1,0,0,0,0,0,.000,.000
Grant Jackson,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,*34,0,0,0,0,0,0,,
Sparky Lyle,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,64,0,0,0,0,0,0,,
Elliott Maddox,2,5,0,1,0,1,0,0,1,2,.200,.333,.600,.933,0,0,0,18,46,4,10,0,3,0,.217,.535
Jim Mason,3,1,1,1,0,0,1,1,0,0,1.000,1.000,4.000,5.000,0,0,0,93,217,17,39,1,14,0,.180,.445
Carlos May,4,9,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,,*107,351,45,91,3,43,5,.259,.677
Thurman Munson,4,17,2,9,0,0,0,2,0,1,.529,.529,.529,1.059,0,0,0,152,616,79,186,17,105,14,.302,.769
Graig Nettles,4,12,0,3,0,0,0,2,3,1,.250,.375,.250,.625,0,0,0,158,583,88,148,32,93,11,.254,.802
Lou Piniella,4,9,1,3,1,0,0,0,0,0,.333,.333,.444,.778,0,0,0,100,327,36,92,3,38,0,.281,.716
Willie Randolph,4,14,1,1,0,0,0,0,1,3,.071,.133,.071,.205,0,0,0,125,430,59,115,1,40,37,.267,.684
Mickey Rivers,4,18,1,3,0,0,0,0,1,2,.167,.211,.167,.377,1,1,0,137,590,95,184,8,67,43,.312,.760
Fred Stanley,4,6,1,1,1,0,0,1,3,1,.167,.444,.333,.778,0,0,1,110,260,32,62,1,20,1,.238,.602
Dick Tidrow,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,47,0,0,0,0,0,0,,
Otto Velez,3,3,0,0,0,0,0,0,0,3,.000,.000,.000,.000,0,0,,49,94,11,25,2,10,0,.266,.804
Roy White,4,15,0,2,0,0,0,0,3,0,.133,.278,.133,.411,0,0,0,156,626,104,179,14,65,31,.286,.774
Totals,58,135,8,30,3,1,1,8,12,16,.222,.289,.281,.570,1,1,,159,5555,730,1496,120,,163,.269,.716
