
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Fred Anderson,1,0,0,0,0,0,0,0,0,0,,,,,0,,0,38,42,2,3,0,1,0,.071,.205
Rube Benton,2,4,0,0,0,0,0,0,0,3,.000,.000,.000,.000,0,,0,35,72,1,12,0,2,0,.167,.398
George Burns,6,22,3,5,0,0,0,2,3,6,.227,.320,.227,.547,1,,0,152,597,103,180,5,45,40,.302,.792
Art Fletcher,6,25,2,5,1,0,0,0,0,2,.200,.200,.240,.440,0,,3,151,557,70,145,4,56,12,.260,.655
Buck Herzog,6,24,1,6,0,1,0,2,0,4,.250,.250,.333,.583,0,,2,114,417,69,98,2,31,12,.235,.620
Walter Holke,6,21,2,6,2,0,0,1,0,6,.286,.318,.381,.699,0,,1,153,527,55,146,2,55,13,.277,.665
Benny Kauff,6,25,2,4,1,0,2,5,0,2,.160,.160,.440,.600,1,,1,153,559,89,172,5,68,30,.308,.767
Lew McCarty,3,5,1,2,0,1,0,1,0,0,.400,.400,.800,1.200,0,,1,56,162,15,40,2,19,1,.247,.638
Pol Perritt,3,2,0,2,0,0,0,0,0,0,1.000,1.000,1.000,2.000,0,,0,35,70,4,11,0,3,0,.157,.329
Bill Rariden,5,13,2,5,0,0,0,2,2,1,.385,.467,.385,.851,0,,0,101,266,20,72,0,25,3,.271,.688
Dave Robertson,6,22,3,11,1,1,0,1,0,0,.500,.522,.636,1.158,2,,1,142,532,64,138,12,54,17,.259,.667
Slim Sallee,2,6,0,1,0,0,0,1,0,2,.167,.167,.167,.333,0,,0,34,77,7,17,0,11,0,.221,.461
Ferdie Schupp,2,4,0,1,0,0,0,1,0,1,.250,.250,.250,.500,0,,0,36,93,6,15,0,4,0,.161,.432
Jeff Tesreau,1,0,0,0,0,0,0,0,0,0,,,,,0,,0,33,61,4,14,0,5,1,.230,.504
Jim Thorpe,1,0,0,0,0,0,0,0,0,0,,,,,0,,,*103,308,41,73,4,40,12,.237,.632
Joe Wilhoit,2,1,0,0,0,0,0,0,1,0,.000,.500,.000,.500,0,,,*97,246,29,70,1,18,5,.285,.694
Heinie Zimmerman,6,25,1,3,0,1,0,0,0,0,.120,.120,.200,.320,0,,2,150,585,61,174,5,102,13,.297,.709
Totals,64,199,17,51,5,4,2,16,6,27,.256,.285,.352,.637,4,,,158,5211,635,1360,39,,162,.261,.660
