
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Luis Aparicio,6,26,1,8,1,0,0,0,2,3,.308,.357,.346,.703,1,1,2,152,612,98,157,6,51,56,.257,.647
Norm Cash,4,4,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,,58,104,16,25,4,16,1,.240,.747
Dick Donovan,3,3,0,1,0,0,0,0,0,1,.333,.333,.333,.667,0,0,0,31,61,4,8,1,5,0,.131,.443
Sammy Esposito,2,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,69,66,12,11,1,5,0,.167,.509
Nellie Fox,6,24,4,9,3,0,0,0,4,1,.375,.464,.500,.964,0,1,0,156,624,84,191,2,70,5,.306,.770
Billy Goodman,5,13,1,3,0,0,0,1,0,5,.231,.286,.231,.516,0,0,0,104,268,21,67,1,28,3,.250,.625
Ted Kluszewski,6,23,5,9,1,0,3,10,2,0,.391,.440,.826,1.266,0,0,0,*91,223,22,62,4,27,0,.278,.723
Jim Landis,6,24,6,7,0,0,0,1,1,7,.292,.346,.292,.638,1,0,1,149,515,78,140,5,60,20,.272,.749
Sherm Lollar,6,22,3,5,0,0,1,5,1,3,.227,.250,.364,.614,0,0,0,140,505,63,134,22,84,4,.265,.796
Turk Lown,3,0,0,0,0,0,0,0,0,0,,,,,0,0,0,60,12,1,3,0,0,0,.250,.558
Jim McAnany,3,5,0,0,0,0,0,0,1,0,.000,.167,.000,.167,0,0,0,67,210,22,58,0,27,2,.276,.687
Ray Moore,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,29,23,0,2,0,0,0,.087,.255
Bubba Phillips,3,10,0,3,1,0,0,0,0,0,.300,.300,.400,.700,0,0,0,117,379,43,100,5,40,1,.264,.699
Billy Pierce,3,0,0,0,0,0,0,0,0,0,,,,,0,0,1,34,68,3,13,0,7,0,.191,.531
Jim Rivera,5,11,1,0,0,0,0,0,3,1,.000,.214,.000,.214,0,1,0,80,177,18,39,4,19,5,.220,.650
John Romano,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,,53,126,20,37,5,25,0,.294,.875
Bob Shaw,2,4,0,1,0,0,0,0,0,2,.250,.250,.250,.500,0,0,0,47,73,7,9,0,2,0,.123,.316
Al Smith,6,20,1,5,3,0,0,1,4,4,.250,.375,.400,.775,0,0,0,129,472,65,112,17,55,7,.237,.707
Gerry Staley,4,1,0,0,0,0,0,0,1,1,.000,.500,.000,.500,0,0,0,67,13,2,2,0,0,0,.154,.466
Earl Torgeson,3,1,1,0,0,0,0,0,1,0,.000,.500,.000,.500,0,0,0,127,277,40,61,9,45,7,.220,.716
Early Wynn,3,5,0,1,1,0,0,1,0,2,.200,.200,.400,.600,0,0,0,37,90,11,22,2,8,0,.244,.706
Totals,81,199,23,52,10,0,4,19,20,33,.261,.333,.372,.705,2,3,,156,5297,669,1325,97,,113,.250,.691
