
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Sam Agnew,4,9,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,,0,72,199,11,33,0,6,0,.166,.427
Bullet Joe Bush,2,2,0,0,0,0,0,0,1,0,.000,.333,.000,.333,0,,0,36,98,8,27,0,14,0,.276,.664
Jean Dubuc,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,,,5,6,0,1,0,0,0,.167,.452
Harry Hooper,6,20,0,4,0,0,0,0,2,2,.200,.273,.200,.473,0,,0,126,474,81,137,1,44,24,.289,.796
Sad Sam Jones,1,1,0,0,0,0,0,0,1,0,.000,.500,.000,.500,0,,0,24,57,6,10,0,1,0,.175,.522
Carl Mays,2,5,1,1,0,0,0,0,1,0,.200,.333,.200,.533,0,,0,38,104,10,30,0,5,1,.288,.732
Stuffy McInnis,6,20,2,5,0,0,0,1,1,1,.250,.286,.250,.536,0,,0,117,423,40,115,0,56,10,.272,.628
Hack Miller,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,,,12,29,2,8,0,4,0,.276,.621
Babe Ruth,3,5,0,1,0,1,0,2,0,2,.200,.200,.600,.800,0,,0,95,317,50,95,11,61,6,.300,.966
Wally Schang,5,9,1,4,0,0,0,1,2,3,.444,.545,.444,.990,1,,0,88,225,36,55,0,20,4,.244,.662
Everett Scott,6,20,0,2,0,0,0,1,1,1,.100,.143,.100,.243,0,,0,126,443,40,98,0,43,11,.221,.510
Dave Shean,6,19,2,4,1,0,0,0,4,3,.211,.348,.263,.611,1,,0,115,425,58,112,0,34,11,.264,.646
Amos Strunk,6,23,1,4,1,1,0,0,0,5,.174,.174,.304,.478,0,,0,114,413,50,106,0,35,20,.257,.660
Fred Thomas,6,17,0,2,0,0,0,0,1,2,.118,.167,.118,.284,0,,0,44,144,19,37,1,11,4,.257,.637
George Whiteman,6,20,2,5,0,1,0,1,2,1,.250,.348,.350,.698,1,,1,71,214,24,57,1,28,9,.266,.681
Totals,61,172,9,32,2,3,0,6,16,21,.186,.259,.233,.492,3,,,126,3982,474,990,15,,110,.249,.649
