
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Tommy Davis,4,15,0,6,0,2,0,2,0,2,.400,.400,.667,1.067,1,0,0,146,556,69,181,16,88,15,.326,.816
Willie Davis,4,12,2,2,2,0,0,3,0,6,.167,.154,.333,.487,0,0,0,156,515,60,126,9,60,25,.245,.646
Don Drysdale,1,1,0,0,0,0,0,0,2,0,.000,.667,.000,.667,0,0,0,42,96,5,16,0,5,0,.167,.439
Ron Fairly,4,1,0,0,0,0,0,0,3,0,.000,.750,.000,.750,0,0,0,152,490,62,133,12,77,5,.271,.735
Jim Gilliam,4,13,3,2,0,0,0,0,3,1,.154,.313,.154,.466,0,1,0,148,525,77,148,6,49,19,.282,.737
Frank Howard,3,10,2,3,1,0,1,1,0,2,.300,.300,.700,1.000,0,0,0,123,417,58,114,28,64,1,.273,.848
Sandy Koufax,2,6,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,40,110,3,7,1,7,0,.064,.202
Ron Perranoski,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,69,24,1,3,0,0,0,.125,.317
Johnny Podres,1,4,0,1,0,0,0,0,0,0,.250,.250,.250,.500,0,0,1,37,64,6,9,1,8,0,.141,.366
John Roseboro,4,14,1,2,0,0,1,3,0,4,.143,.143,.357,.500,0,0,0,135,470,50,111,9,49,7,.236,.642
Bill Skowron,4,13,2,5,0,0,1,3,1,3,.385,.429,.615,1.044,0,0,0,89,237,19,48,4,19,0,.203,.539
Dick Tracewski,4,13,1,2,0,0,0,0,1,2,.154,.214,.154,.368,0,0,1,104,217,23,49,1,10,2,.226,.545
Maury Wills,4,15,1,2,0,0,0,0,1,3,.133,.188,.133,.321,1,0,1,134,527,83,159,0,34,40,.302,.704
Totals,40,117,12,25,3,2,3,12,11,25,.214,.279,.350,.629,2,1,,163,5428,640,1361,110,,124,.251,.666
