
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Sandy Alomar,5,15,0,3,2,0,0,1,0,2,.200,.200,.333,.533,0,0,0,66,203,32,61,10,35,3,.300,.810
Ruben Amaro,2,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,28,60,5,12,1,7,1,.200,.573
Paul Assenmacher,4,0,0,0,0,0,0,0,0,0,,,,,0,0,0,47,0,0,0,0,0,0,,
Carlos Baerga,6,26,1,5,2,0,0,4,1,1,.192,.222,.269,.491,0,0,1,135,557,87,175,15,90,11,.314,.807
Albert Belle,6,17,4,4,0,0,2,4,7,5,.235,.458,.588,1.047,0,1,1,143,546,121,173,50,126,5,.317,1.091
Alan Embree,4,0,0,0,0,0,0,0,0,0,,,,,0,0,0,23,0,0,0,0,0,0,,
Alvaro Espinoza,2,2,1,1,0,0,0,0,0,0,.500,.500,.500,1.000,0,1,0,66,143,15,36,2,17,0,.252,.585
Orel Hershiser,2,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,1,26,0,0,0,0,0,0,,
Ken Hill,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,*30,31,1,6,0,3,0,.194,.429
Wayne Kirby,3,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,101,188,29,39,1,14,10,.207,.558
Kenny Lofton,6,25,6,5,1,0,0,0,3,1,.200,.286,.240,.526,6,1,0,118,481,93,149,7,53,54,.310,.815
Dennis Martinez,2,3,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,1,28,0,0,0,0,0,0,,
Jose Mesa,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,62,0,0,0,0,0,0,,
Eddie Murray,6,19,1,2,0,0,1,3,5,4,.105,.292,.263,.555,0,0,0,113,436,68,141,21,82,5,.323,.891
Charles Nagy,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,29,0,0,0,0,0,0,,
Tony Pena,2,6,0,1,0,0,0,0,0,0,.167,.167,.167,.333,0,0,0,91,263,25,69,5,28,1,.262,.679
Herbert Perry,3,5,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,52,162,23,51,3,23,1,.315,.839
Jim Poole,2,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,42,0,0,0,0,0,0,,
Manny Ramirez,6,18,2,4,0,0,1,2,4,5,.222,.364,.389,.753,1,0,0,137,484,85,149,31,107,6,.308,.960
Paul Sorrento,6,11,0,2,1,0,0,0,0,4,.182,.182,.273,.455,0,0,1,104,323,50,76,25,79,1,.235,.847
Julian Tavarez,5,0,0,0,0,0,0,0,0,0,,,,,0,0,0,57,0,0,0,0,0,0,,
Jim Thome,6,19,1,4,1,0,1,2,2,5,.211,.286,.421,.707,0,0,1,137,452,92,142,25,73,4,.314,.996
Omar Vizquel,6,23,3,4,0,1,0,1,3,5,.174,.269,.261,.530,1,0,0,136,542,87,144,6,56,29,.266,.684
Totals,89,195,19,35,7,1,5,17,25,37,.179,.273,.303,.575,8,3,,144,5028,840,1461,207,,132,.291,.839
