
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Sparky Adams,6,21,0,3,0,0,0,1,0,4,.143,.143,.143,.286,0,0,0,137,570,98,179,0,55,7,.314,.774
Hi Bell,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,39,26,1,2,0,0,0,.077,.220
Ray Blades,5,9,2,1,0,0,0,0,2,2,.111,.273,.111,.384,0,0,0,45,101,26,40,4,25,1,.396,1.118
Jim Bottomley,6,22,1,1,1,0,0,0,2,9,.045,.125,.091,.216,0,0,0,131,487,92,148,15,97,5,.304,.860
Taylor Douthit,6,24,1,2,0,0,1,2,0,2,.083,.083,.208,.292,0,0,0,154,664,109,201,7,93,4,.303,.790
Showboat Fisher,2,2,0,1,1,0,0,0,0,1,.500,.500,1.000,1.500,0,0,,92,254,49,95,8,61,4,.374,1.019
Frankie Frisch,6,24,0,5,2,0,0,0,0,0,.208,.208,.292,.500,1,0,3,133,540,121,187,10,114,15,.346,.927
Charlie Gelbert,6,17,2,6,0,1,0,2,3,3,.353,.450,.471,.921,0,0,0,139,513,92,156,3,72,6,.304,.801
Burleigh Grimes,2,5,0,2,0,0,0,0,0,1,.400,.400,.400,.800,0,0,0,*34,73,12,18,0,13,0,.247,.619
Chick Hafey,6,22,2,6,5,0,0,2,1,3,.273,.304,.500,.804,0,0,0,120,446,108,150,26,107,12,.336,1.059
Jesse Haines,1,2,0,1,0,0,0,1,0,0,.500,.500,.500,1.000,0,0,0,29,65,3,16,0,12,0,.246,.582
Bill Hallahan,2,2,0,0,0,0,0,0,1,1,.000,.333,.000,.333,0,0,0,35,81,8,10,0,4,0,.123,.310
Andy High,1,2,1,1,0,0,0,0,0,0,.500,.500,.500,1.000,0,0,0,72,215,34,60,2,29,1,.279,.730
Syl Johnson,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,32,70,9,15,0,5,1,.214,.528
Jim Lindsey,2,1,0,1,0,0,0,0,0,0,1.000,1.000,1.000,2.000,0,0,0,39,28,2,8,0,4,0,.286,.607
Gus Mancuso,2,7,1,2,0,0,0,0,1,2,.286,.375,.286,.661,0,0,0,76,227,39,83,7,59,1,.366,.965
Ernie Orsatti,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,,48,131,24,42,1,15,1,.321,.848
George Puccinelli,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,,11,16,5,9,3,8,0,.563,1.750
Flint Rhem,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,1,26,52,7,12,0,6,0,.231,.500
George Watkins,4,12,2,2,0,0,1,1,1,3,.167,.231,.417,.647,0,0,1,119,391,85,146,17,87,5,.373,1.037
Jimmie Wilson,4,15,0,4,1,0,0,2,0,1,.267,.267,.333,.600,0,0,0,107,362,54,115,1,58,8,.318,.802
Totals,67,190,12,38,10,1,2,11,11,33,.200,.244,.295,.539,1,0,,154,5512,1004,1732,104,,72,.314,.843
