
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Kurt Bevacqua,5,17,4,7,2,0,2,4,1,2,.412,.444,.882,1.327,0,1,,59,80,7,16,1,9,0,.200,.601
Bruce Bochy,1,1,0,1,0,0,0,0,0,0,1.000,1.000,1.000,2.000,0,0,,37,92,10,21,4,15,0,.228,.685
Greg Booker,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,32,7,1,2,0,0,0,.286,.714
Bobby Brown,5,15,1,1,0,0,0,2,0,4,.067,.063,.067,.129,0,0,0,85,171,28,43,3,29,16,.251,.660
Dave Dravecky,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,50,41,3,4,0,3,0,.098,.305
Tim Flannery,1,1,0,1,0,0,0,0,0,0,1.000,1.000,1.000,2.000,0,0,0,86,128,24,35,2,10,4,.273,.738
Steve Garvey,5,20,2,4,2,0,0,2,0,2,.200,.200,.300,.500,0,0,0,161,617,72,175,8,86,1,.284,.680
Rich Gossage,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,62,22,0,4,0,0,0,.182,.399
Tony Gwynn,5,19,1,5,0,0,0,0,3,2,.263,.364,.263,.627,1,2,1,158,606,88,213,5,71,33,.351,.853
Greg Harris,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,*34,9,3,3,0,0,0,.333,.778
Andy Hawkins,3,0,0,0,0,0,0,0,0,0,,,,,0,0,0,36,41,2,8,0,1,0,.195,.409
Terry Kennedy,5,19,2,4,1,0,1,3,1,1,.211,.250,.421,.671,0,0,0,148,530,54,127,14,57,1,.240,.637
Craig Lefferts,3,0,0,0,0,0,0,0,0,0,,,,,0,0,0,62,17,1,5,0,0,0,.294,.647
Tim Lollar,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,31,68,6,15,3,15,0,.221,.677
Carmelo Martinez,5,17,0,3,0,0,0,0,1,9,.176,.222,.176,.399,0,0,1,149,488,64,122,13,66,1,.250,.736
Graig Nettles,5,12,2,3,0,0,0,2,5,0,.250,.421,.250,.671,0,0,0,124,395,56,90,20,65,0,.228,.742
Ron Roenicke,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,12,20,4,6,1,2,0,.300,.864
Luis Salazar,4,3,0,1,0,0,0,0,0,0,.333,.333,.333,.667,0,1,0,93,228,20,55,3,17,11,.241,.590
Eric Show,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,32,69,7,17,3,10,0,.246,.677
Champ Summers,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,,47,54,5,10,1,12,0,.185,.551
Garry Templeton,5,19,1,6,1,0,0,0,0,3,.316,.316,.368,.684,0,0,0,148,493,40,127,2,35,8,.258,.633
Mark Thurmond,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,32,58,1,11,0,4,0,.190,.436
Ed Whitson,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,36,61,0,3,0,1,0,.049,.114
Alan Wiggins,5,22,2,8,1,0,0,1,0,2,.364,.364,.409,.773,1,1,2,158,596,106,154,3,34,70,.258,.671
Totals,71,166,15,44,7,0,3,14,11,26,.265,.306,.361,.667,2,5,,162,5504,686,1425,109,,152,.259,.688
