
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Lance Berkman,7,26,9,11,1,0,1,5,5,7,.423,.516,.577,1.093,0,0,0,145,488,90,147,31,94,2,.301,.959
Mitchell Boggs,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,51,2,0,0,0,0,0,.000,.000
Chris Carpenter,3,5,0,0,0,0,0,0,0,3,.000,.000,.000,.000,0,0,1,34,71,2,11,0,5,0,.155,.375
Allen Craig,7,19,5,5,0,0,3,5,4,8,.263,.417,.737,1.154,0,2,0,75,200,33,63,11,40,5,.315,.917
Daniel Descalso,5,3,2,2,0,0,0,0,0,0,.667,.667,.667,1.333,0,0,0,148,326,35,86,1,28,2,.264,.687
Octavio Dotel,5,0,0,0,0,0,0,0,0,0,,,,,0,0,0,*65,2,0,0,0,0,0,.000,.000
David Freese,7,23,4,8,3,1,1,7,5,3,.348,.464,.696,1.160,0,0,1,97,333,41,99,10,55,1,.297,.791
Rafael Furcal,7,28,1,5,1,0,0,1,3,3,.179,.281,.214,.496,0,0,0,*87,333,44,77,8,28,9,.231,.646
Jaime Garcia,2,2,0,0,0,0,0,0,1,0,.000,.333,.000,.333,0,0,0,32,62,3,6,1,6,0,.097,.256
Matt Holliday,6,19,5,3,1,0,0,0,7,4,.158,.385,.211,.595,0,0,1,124,446,83,132,22,75,2,.296,.912
Edwin Jackson,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,*32,30,2,8,0,2,0,.267,.548
Jon Jay,7,18,1,2,0,0,0,0,0,1,.111,.111,.111,.222,0,1,0,159,455,56,135,10,37,6,.297,.768
Gerald Laird,2,0,0,0,0,0,0,0,0,0,,,,,0,0,,37,95,11,22,1,12,1,.232,.660
Kyle Lohse,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,35,63,3,11,0,3,0,.175,.394
Lance Lynn,5,0,0,0,0,0,0,0,0,0,,,,,0,0,0,18,4,0,0,0,0,0,.000,.200
Yadier Molina,7,24,1,8,2,0,0,9,4,3,.333,.414,.417,.830,0,0,0,139,475,55,145,14,65,4,.305,.814
Jason Motte,5,0,0,0,0,0,0,0,0,0,,,,,0,0,0,78,1,0,0,0,0,0,.000,.000
Albert Pujols,7,25,8,6,1,0,3,6,6,3,.240,.424,.640,1.064,0,0,2,147,579,105,173,37,99,9,.299,.906
Nick Punto,6,14,0,3,0,0,0,0,5,6,.214,.421,.214,.635,0,0,0,63,133,21,37,1,20,1,.278,.809
Arthur Rhodes,3,0,0,0,0,0,0,0,0,0,,,,,0,0,0,*51,1,0,0,0,0,0,.000,.000
Marc Rzepczynski,4,0,0,0,0,0,0,0,0,0,,,,,0,0,0,*71,0,0,0,0,0,0,,
Fernando Salas,4,0,0,0,0,0,0,0,0,0,,,,,0,0,1,68,1,0,0,0,0,0,.000,.000
Skip Schumaker,6,11,1,2,0,0,0,1,0,3,.182,.182,.182,.364,0,0,0,117,367,34,104,2,38,0,.283,.685
Ryan Theriot,5,13,1,1,0,0,0,2,1,3,.077,.143,.077,.220,0,0,0,132,442,46,120,1,47,4,.271,.662
Jake Westbrook,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,35,47,2,5,1,8,0,.106,.373
Totals,118,230,38,56,9,1,8,36,41,47,.243,.366,.396,.762,0,3,,162,5532,762,1513,162,,57,.273,.766
