
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Joe Blanton,1,3,1,1,0,0,1,1,0,1,.333,.333,1.333,1.667,0,0,0,*33,17,0,1,0,1,0,.059,.114
Eric Bruntlett,5,3,3,1,0,0,1,1,0,0,.333,.500,1.333,1.833,0,0,0,120,212,37,46,2,15,9,.217,.594
Pat Burrell,5,14,0,1,1,0,0,1,5,5,.071,.316,.143,.459,0,0,0,157,536,74,134,33,86,0,.250,.875
Chris Coste,1,4,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,,98,274,28,72,9,36,0,.263,.748
Greg Dobbs,2,3,0,1,0,0,0,0,1,2,.333,.500,.333,.833,0,0,,128,226,30,68,9,40,3,.301,.824
Chad Durbin,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,71,9,0,1,0,0,0,.111,.222
Scott Eyre,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,*38,0,0,0,0,0,0,,
Pedro Feliz,5,18,0,6,0,0,0,2,1,3,.333,.368,.333,.702,0,0,0,133,425,43,106,14,58,0,.249,.705
Cole Hamels,2,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,36,76,3,17,0,3,0,.224,.484
Ryan Howard,5,21,3,6,1,0,3,6,3,9,.286,.375,.762,1.137,0,0,1,162,610,105,153,48,146,1,.251,.881
Geoff Jenkins,2,2,1,1,1,0,0,0,0,0,.500,.500,1.000,1.500,0,0,,115,293,27,72,9,29,1,.246,.694
Brad Lidge,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,72,0,0,0,0,0,0,,
Ryan Madson,4,0,0,0,0,0,0,0,0,0,,,,,0,0,0,76,2,0,0,0,0,0,.000,.000
Jamie Moyer,1,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,33,51,4,4,0,1,0,.078,.288
Brett Myers,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,31,58,3,4,0,1,0,.069,.215
Jimmy Rollins,5,22,4,5,2,0,0,0,1,3,.227,.261,.318,.579,0,1,1,137,556,76,154,11,59,47,.277,.786
J.C. Romero,4,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,1,81,0,0,0,0,0,0,,
Carlos Ruiz,5,16,2,6,2,0,1,3,4,0,.375,.500,.688,1.188,1,0,2,117,320,47,70,4,31,1,.219,.620
Matt Stairs,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,,*121,337,46,85,13,49,1,.252,.751
Chase Utley,5,18,5,3,0,0,2,4,5,5,.167,.375,.500,.875,3,0,0,159,607,113,177,33,104,14,.292,.915
Shane Victorino,5,20,1,5,0,0,0,2,1,3,.250,.286,.250,.536,0,0,0,146,570,102,167,14,58,36,.293,.799
Jayson Werth,5,18,4,8,3,0,1,3,6,4,.444,.583,.778,1.361,3,0,1,134,418,73,114,24,67,20,.273,.861
Totals,70,168,24,44,10,0,9,23,27,38,.262,.371,.482,.853,7,1,,162,5509,799,1407,214,,136,.255,.770
