
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Spencer Adams,2,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,39,55,11,15,0,4,1,.273,.715
Win Ballou,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,10,7,1,1,0,0,0,.143,.429
Ossie Bluege,5,18,2,5,1,0,0,2,0,4,.278,.316,.333,.649,0,0,0,145,522,77,150,4,79,16,.287,.739
Stan Coveleski,2,3,0,0,0,0,0,0,1,2,.000,.250,.000,.250,0,0,0,32,81,3,9,0,7,0,.111,.244
Alex Ferguson,2,4,0,0,0,0,0,0,0,3,.000,.000,.000,.000,0,0,0,*33,39,3,3,0,1,0,.077,.225
Goose Goslin,7,26,6,8,1,0,3,6,3,3,.308,.379,.692,1.072,0,0,0,150,601,116,201,18,113,27,.334,.941
Bucky Harris,7,23,2,2,0,0,0,0,1,3,.087,.160,.087,.247,0,0,0,144,551,91,158,1,66,14,.287,.728
Joe Harris,7,25,5,11,2,0,3,6,3,4,.440,.500,.880,1.380,0,2,0,*108,319,64,100,13,61,6,.313,.988
Walter Johnson,3,11,0,1,0,0,0,0,0,3,.091,.091,.091,.182,0,0,0,36,97,12,42,2,20,0,.433,1.033
Joe Judge,7,23,2,4,1,0,1,4,3,2,.174,.269,.348,.617,0,1,0,112,376,65,118,8,66,7,.314,.892
Nemo Leibold,3,2,1,1,1,0,0,0,1,0,.500,.667,1.000,1.667,0,0,,56,84,14,23,0,7,1,.274,.646
Firpo Marberry,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,55,19,3,5,0,4,1,.263,.596
Earl McNeely,4,0,2,0,0,0,0,0,0,0,,,,,1,0,0,122,385,76,110,3,37,15,.286,.734
Buddy Myer,3,8,0,2,0,0,0,0,1,2,.250,.333,.250,.583,0,1,0,4,8,1,2,0,0,0,.250,.500
Roger Peckinpaugh,7,24,1,6,1,0,1,3,1,2,.250,.280,.417,.697,1,1,8,126,422,67,124,4,64,13,.294,.746
Sam Rice,7,33,5,12,0,0,0,3,0,1,.364,.364,.364,.727,0,0,0,152,649,111,227,1,87,26,.350,.831
Muddy Ruel,7,19,0,6,1,0,0,1,3,2,.316,.409,.368,.778,0,0,0,127,393,55,122,0,54,4,.310,.754
Dutch Ruether,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,,55,108,18,36,1,15,0,.333,.816
Hank Severeid,1,3,0,1,0,0,0,0,0,0,.333,.333,.333,.667,0,0,1,*84,219,26,79,1,35,0,.361,.885
Bobby Veach,2,1,0,0,0,0,0,1,0,0,.000,.000,.000,.000,0,0,,*75,158,17,51,0,25,1,.323,.805
Tom Zachary,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,38,69,5,12,1,5,0,.174,.444
Totals,82,225,26,59,8,0,8,26,17,32,.262,.320,.404,.724,2,5,,152,5206,829,1577,56,,135,.303,.783
