
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Harold Baines,3,7,1,1,0,0,1,2,1,2,.143,.250,.571,.821,0,0,,*135,415,52,118,16,65,0,.284,.819
Lance Blankenship,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,,86,136,18,26,0,10,3,.191,.508
Mike Bordick,3,0,0,0,0,0,0,0,0,0,,,,,0,0,0,25,14,0,1,0,0,0,.071,.205
Todd Burns,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,43,0,0,0,0,0,0,,
Jose Canseco,4,12,1,1,0,0,1,2,2,3,.083,.214,.333,.548,0,0,0,131,481,83,132,37,101,19,.274,.914
Dennis Eckersley,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,63,0,0,0,0,0,0,,
Mike Gallego,4,11,0,1,0,0,0,1,1,3,.091,.167,.091,.258,1,0,1,140,389,36,80,3,34,5,.206,.549
Ron Hassey,3,6,0,2,0,0,0,1,0,0,.333,.286,.333,.619,0,0,1,94,254,18,54,5,22,0,.213,.587
Dave Henderson,4,13,2,3,1,0,0,0,1,3,.231,.286,.308,.593,0,0,0,127,450,65,122,20,63,3,.271,.797
Rickey Henderson,4,15,2,5,2,0,1,1,3,4,.333,.444,.667,1.111,3,0,0,136,489,119,159,28,61,65,.325,1.016
Rick Honeycutt,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,66,2,0,0,0,0,0,.000,.000
Doug Jennings,1,1,0,1,0,0,0,0,0,0,1.000,1.000,1.000,2.000,0,0,,64,156,19,30,2,14,0,.192,.577
Joe Klink,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,40,0,0,0,0,0,0,,
Carney Lansford,4,15,0,4,0,0,0,1,1,0,.267,.313,.267,.579,1,0,0,134,507,58,136,3,50,16,.268,.652
Willie McGee,4,10,1,2,1,0,0,0,0,2,.200,.200,.300,.500,1,0,0,*154,614,99,199,3,77,31,.324,.791
Mark McGwire,4,14,1,3,0,0,0,0,2,4,.214,.313,.214,.527,0,0,2,156,523,87,123,39,108,2,.235,.859
Mike Moore,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,33,0,0,0,0,0,0,,
Gene Nelson,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,51,0,0,0,0,0,0,,
Jamie Quirk,1,3,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,56,121,12,34,3,26,0,.281,.766
Willie Randolph,4,15,0,4,0,0,0,0,1,0,.267,.313,.267,.579,1,0,0,*119,388,52,101,2,30,7,.260,.664
Scott Sanderson,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,34,0,0,0,0,0,0,,
Terry Steinbach,3,8,0,1,0,0,0,0,0,1,.125,.125,.125,.250,0,0,0,114,379,32,95,9,57,0,.251,.663
Dave Stewart,2,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,1,36,0,0,0,0,0,0,,
Bob Welch,1,3,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,35,0,0,0,0,0,0,,
Curt Young,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,28,0,0,0,0,0,0,,
Totals,62,135,8,28,4,0,3,8,12,28,.207,.270,.304,.574,7,0,,162,5433,733,1379,164,,141,.254,.727
