
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Dusty Baker,6,24,3,4,0,0,0,1,1,6,.167,.192,.167,.359,0,0,0,103,400,48,128,9,49,10,.320,.808
Bobby Castillo,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,34,9,1,4,0,1,0,.444,1.111
Ron Cey,6,20,3,7,0,0,1,6,3,3,.350,.458,.500,.958,0,0,0,85,312,42,90,13,50,0,.288,.846
Terry Forster,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,21,2,0,0,0,0,0,.000,.000
Steve Garvey,6,24,3,10,1,0,0,0,2,5,.417,.462,.458,.920,0,0,0,110,431,63,122,10,64,3,.283,.732
Dave Goltz,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,26,17,0,1,0,2,0,.059,.217
Pedro Guerrero,6,21,2,7,1,1,2,7,2,6,.333,.417,.762,1.179,0,0,0,98,347,46,104,12,48,5,.300,.829
Burt Hooton,2,4,1,0,0,0,0,0,1,3,.000,.200,.000,.200,0,0,0,23,42,3,8,0,3,0,.190,.523
Steve Howe,3,2,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,1,41,1,0,0,0,0,0,.000,.500
Jay Johnstone,3,3,1,2,0,0,1,3,0,0,.667,.667,1.667,2.333,0,0,,61,83,8,17,3,6,0,.205,.616
Ken Landreaux,5,6,1,1,1,0,0,0,0,2,.167,.167,.333,.500,1,0,0,99,390,48,98,7,41,18,.251,.664
Davey Lopes,6,22,6,5,1,0,0,2,4,3,.227,.346,.273,.619,4,0,6,58,214,35,44,5,17,20,.206,.574
Rick Monday,5,13,1,3,1,0,0,0,3,6,.231,.375,.308,.683,0,0,0,66,130,24,41,11,25,1,.315,1.031
Tom Niedenfuer,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,17,0,0,0,0,0,0,,
Jerry Reuss,2,3,0,0,0,0,0,0,1,2,.000,.250,.000,.250,0,0,0,22,51,3,10,0,3,0,.196,.392
Bill Russell,6,25,1,6,0,0,0,2,0,1,.240,.240,.240,.480,1,1,1,82,262,20,61,0,22,2,.233,.567
Steve Sax,2,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,31,119,15,33,2,9,5,.277,.662
Mike Scioscia,3,4,1,1,0,0,0,0,1,0,.250,.400,.250,.650,0,0,0,93,290,27,80,2,29,0,.276,.685
Reggie Smith,2,2,0,1,0,0,0,0,0,1,.500,.500,.500,1.000,0,0,,41,35,5,7,1,8,0,.200,.632
Dave Stewart,2,0,0,0,0,0,0,0,0,0,,,,,0,0,1,32,5,2,2,0,1,0,.400,1.300
Derrel Thomas,5,7,2,0,0,0,0,1,1,2,.000,.125,.000,.125,0,0,0,80,218,25,54,4,24,7,.248,.644
Fernando Valenzuela,1,3,0,0,0,0,0,0,1,0,.000,.250,.000,.250,0,0,0,25,64,3,16,0,7,0,.250,.543
Bob Welch,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,23,45,3,10,0,2,0,.222,.506
Steve Yeager,6,14,2,4,1,0,2,4,0,2,.286,.267,.786,1.052,0,0,0,42,86,5,18,3,7,0,.209,.598
Totals,85,198,27,51,6,1,6,26,20,44,.258,.329,.389,.718,6,1,,110,3751,450,984,82,,73,.262,.697
