
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Dan Bankhead,1,0,1,0,0,0,0,0,0,0,,,,,0,0,,6,4,2,1,1,2,0,.250,1.400
Rex Barney,3,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,28,27,3,3,0,3,0,.111,.259
Hank Behrman,5,0,0,0,0,0,0,0,0,0,,,,,0,0,0,*50,32,1,6,0,1,0,.188,.431
Bobby Bragan,1,1,0,1,1,0,0,1,0,0,1.000,1.000,2.000,3.000,0,0,,25,36,3,7,0,3,1,.194,.576
Ralph Branca,3,4,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,43,97,8,12,0,9,0,.124,.317
Hugh Casey,6,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,46,18,0,1,0,1,0,.056,.161
Bruce Edwards,7,27,3,6,1,0,0,2,2,7,.222,.276,.259,.535,0,0,1,130,471,53,139,9,80,2,.295,.782
Carl Furillo,6,17,2,6,2,0,0,3,3,0,.353,.450,.471,.921,0,0,1,124,437,61,129,8,88,7,.295,.785
Al Gionfriddo,4,3,2,0,0,0,0,0,1,0,.000,.250,.000,.250,1,0,0,*38,63,10,11,0,6,2,.175,.580
Hal Gregg,3,3,0,0,0,0,0,0,1,1,.000,.250,.000,.250,0,0,0,37,34,3,9,0,2,0,.265,.580
Joe Hatten,4,3,1,1,0,0,0,0,0,0,.333,.333,.333,.667,0,0,0,42,83,3,17,0,8,1,.205,.452
Gene Hermanski,7,19,4,3,0,1,0,1,3,3,.158,.304,.263,.568,0,0,0,79,189,36,52,7,39,5,.275,.811
Gil Hodges,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,,28,77,9,12,1,7,0,.156,.545
Spider Jorgensen,7,20,1,4,2,0,0,3,2,4,.200,.273,.300,.573,0,0,2,129,441,57,121,5,67,4,.274,.770
Cookie Lavagetto,5,7,0,1,1,0,0,3,0,2,.143,.143,.286,.429,0,0,0,41,69,6,18,3,11,0,.261,.776
Vic Lombardi,3,3,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,36,66,1,16,0,6,0,.242,.526
Eddie Miksis,5,4,1,1,0,0,0,0,0,1,.250,.250,.250,.500,0,0,1,45,86,18,23,4,10,0,.267,.755
Pee Wee Reese,7,23,5,7,1,0,0,4,6,3,.304,.448,.348,.796,3,2,1,142,476,81,135,12,73,7,.284,.841
Pete Reiser,5,8,1,2,0,0,0,0,3,1,.250,.455,.250,.705,0,1,1,110,388,68,120,5,46,14,.309,.832
Jackie Robinson,7,27,3,7,2,0,0,3,2,4,.259,.310,.333,.644,2,0,0,151,590,125,175,12,48,29,.297,.810
Eddie Stanky,7,25,4,6,1,0,0,2,3,2,.240,.321,.280,.601,0,1,1,146,559,97,141,3,53,3,.252,.702
Harry Taylor,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,33,62,3,8,0,8,0,.129,.336
Arky Vaughan,3,2,0,1,1,0,0,0,1,0,.500,.667,1.000,1.667,0,0,,64,126,24,41,2,25,4,.325,.889
Dixie Walker,7,27,1,6,1,0,1,4,3,1,.222,.300,.370,.670,1,0,0,148,529,77,162,9,94,6,.306,.842
Totals,108,226,29,52,13,1,1,26,30,32,.230,.323,.310,.633,7,4,,155,5249,774,1428,83,,88,.272,.749
