
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Home Run Baker,4,8,0,2,0,0,0,0,1,0,.250,.333,.250,.583,0,0,0,94,330,46,97,9,71,8,.294,.789
Rip Collins,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,28,56,4,11,0,6,0,.196,.469
Al DeVormer,2,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,22,49,6,17,0,7,2,.347,.801
Chick Fewster,4,10,3,2,0,0,1,2,3,3,.200,.385,.500,.885,0,0,0,66,207,44,58,1,19,4,.280,.768
Harry Harper,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,8,16,1,2,0,1,0,.125,.301
Waite Hoyt,3,9,0,2,0,0,0,1,0,1,.222,.222,.222,.444,0,0,0,43,99,8,22,0,7,0,.222,.490
Carl Mays,3,9,0,1,0,0,0,0,0,1,.111,.111,.111,.222,0,0,0,51,143,18,49,2,22,0,.343,.798
Mike McNally,7,20,3,4,1,0,0,1,1,3,.200,.273,.250,.523,2,2,3,71,215,36,56,1,24,5,.260,.617
Bob Meusel,8,30,3,6,2,0,0,3,2,5,.200,.250,.267,.517,1,2,0,149,598,104,190,24,135,17,.318,.915
Elmer Miller,8,31,3,5,1,0,0,2,2,5,.161,.212,.194,.406,0,0,0,56,242,41,72,4,36,2,.298,.806
Roger Peckinpaugh,8,28,2,5,1,0,0,0,4,3,.179,.281,.214,.496,0,1,1,149,577,128,166,8,71,2,.288,.777
Bill Piercy,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,14,28,2,6,0,2,0,.214,.576
Wally Pipp,8,26,1,4,1,0,0,2,2,3,.154,.214,.192,.407,1,1,0,153,588,96,174,8,97,17,.296,.774
Jack Quinn,1,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,33,41,4,9,1,4,0,.220,.614
Tom Rogers,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,6,3,1,1,0,0,0,.333,1.000
Babe Ruth,6,16,3,5,0,0,1,4,5,8,.313,.476,.500,.976,2,1,0,152,540,177,204,59,168,17,.378,1.359
Wally Schang,8,21,1,6,1,1,0,1,5,4,.286,.423,.429,.852,0,0,0,134,424,77,134,6,55,7,.316,.881
Bob Shawkey,2,4,2,2,0,0,0,0,0,1,.500,.500,.500,1.000,0,0,0,38,90,13,27,1,11,0,.300,.693
Aaron Ward,8,26,1,6,0,0,0,4,2,6,.231,.286,.231,.516,0,0,2,153,556,77,170,5,75,6,.306,.786
Totals,84,241,22,50,7,1,2,20,27,44,.207,.290,.270,.560,6,7,,153,5249,948,1576,134,,89,.300,.839
