
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Benny Ayala,4,6,1,2,0,0,1,2,1,0,.333,.429,.833,1.262,0,0,0,42,86,15,22,6,13,0,.256,.821
Mark Belanger,5,6,1,0,0,0,0,0,1,1,.000,.143,.000,.143,0,0,1,101,198,28,33,0,9,5,.167,.490
Al Bumbry,7,21,3,3,0,0,0,1,2,1,.143,.250,.143,.393,0,0,1,148,569,80,162,7,49,37,.285,.712
Terry Crowley,5,4,0,1,1,0,0,2,1,0,.250,.400,.500,.900,0,0,,61,63,8,20,1,8,0,.317,.925
Rich Dauer,6,17,2,5,1,0,1,1,0,1,.294,.294,.529,.824,0,0,0,142,479,63,123,9,61,0,.257,.660
Doug DeCinces,7,25,2,5,0,0,1,3,5,5,.200,.333,.320,.653,1,0,3,120,422,67,97,16,61,5,.230,.731
Rick Dempsey,7,21,3,6,2,0,0,0,1,3,.286,.318,.381,.699,0,0,0,124,368,48,88,6,41,0,.239,.658
Mike Flanagan,3,5,0,0,0,0,0,0,1,2,.000,.167,.000,.167,0,0,0,39,0,0,0,0,0,0,,
Kiko Garcia,6,20,4,8,2,1,0,6,1,3,.400,.429,.600,1.029,0,1,1,126,417,54,103,5,24,11,.247,.665
Pat Kelly,5,4,0,1,0,0,0,0,1,1,.250,.400,.250,.650,0,0,,68,153,25,44,9,25,4,.288,.903
John Lowenstein,6,13,2,3,1,0,0,3,1,3,.231,.286,.308,.593,0,0,1,97,197,33,50,11,34,16,.254,.833
Dennis Martinez,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,40,0,0,0,0,0,0,,
Tippy Martinez,3,0,0,0,0,0,0,0,0,0,,,,,0,0,0,39,0,0,0,0,0,0,,
Lee May,2,1,0,0,0,0,0,0,1,1,.000,.500,.000,.500,0,0,,124,456,59,116,19,69,3,.254,.709
Scott McGregor,2,4,1,0,0,0,0,0,2,1,.000,.333,.000,.333,0,0,0,27,0,0,0,0,0,0,,
Eddie Murray,7,26,3,4,1,0,1,2,4,4,.154,.267,.308,.574,1,0,0,159,606,90,179,25,99,10,.295,.844
Jim Palmer,2,4,0,0,0,0,0,0,0,3,.000,.000,.000,.000,0,0,0,23,0,0,0,0,0,0,,
Gary Roenicke,6,16,1,2,1,0,0,0,0,6,.125,.125,.188,.313,0,0,0,133,376,60,98,25,64,1,.261,.886
Ken Singleton,7,28,1,10,1,0,0,2,2,5,.357,.400,.393,.793,0,0,0,159,570,93,168,35,111,3,.295,.938
Dave Skaggs,1,3,1,1,0,0,0,0,0,0,.333,.333,.333,.667,0,0,0,63,137,9,34,1,14,0,.248,.642
Billy Smith,4,7,1,2,0,0,0,0,2,0,.286,.444,.286,.730,0,0,0,68,189,18,47,6,33,1,.249,.743
Don Stanhouse,3,0,0,0,0,0,0,0,0,0,,,,,0,0,1,52,0,0,0,0,0,0,,
Sammy Stewart,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,31,0,0,0,0,0,0,,
Tim Stoddard,4,1,0,1,0,0,0,1,0,0,1.000,1.000,1.000,2.000,0,0,1,29,0,0,0,0,0,0,,
Steve Stone,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,32,0,0,0,0,0,0,,
Totals,106,233,26,54,10,1,4,23,26,41,.232,.312,.335,.646,2,1,,159,5371,757,1401,181,,99,.261,.755
