
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Hi Bell,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,38,29,5,4,0,0,0,.138,.331
Hughie Critz,5,22,2,3,0,0,0,0,1,0,.136,.174,.136,.310,0,0,1,133,558,68,137,2,33,4,.246,.586
Kiddo Davis,5,19,1,7,1,0,0,0,0,3,.368,.368,.421,.789,0,0,0,126,434,61,112,7,37,10,.258,.669
Freddie Fitzsimmons,1,2,0,1,0,0,0,0,0,0,.500,.500,.500,1.000,0,0,0,36,95,3,19,2,6,0,.200,.524
Carl Hubbell,2,7,0,2,0,0,0,0,0,0,.286,.286,.286,.571,0,0,1,45,109,6,20,1,12,0,.183,.446
Travis Jackson,5,18,3,4,1,0,0,2,1,3,.222,.263,.278,.541,0,0,1,53,122,11,30,0,12,2,.246,.579
Dolf Luque,1,1,0,1,0,0,0,0,0,0,1.000,1.000,1.000,2.000,0,0,0,35,19,0,5,0,1,0,.263,.526
Gus Mancuso,5,17,2,2,1,0,0,2,3,0,.118,.250,.176,.426,0,0,0,144,481,39,127,6,56,0,.264,.676
Jo-Jo Moore,5,22,1,5,1,0,0,1,1,3,.227,.261,.273,.534,0,0,0,132,524,56,153,0,42,4,.292,.665
Lefty O'Doul,1,1,1,1,0,0,0,2,0,0,1.000,1.000,1.000,2.000,0,0,,*121,388,45,110,14,56,3,.284,.799
Mel Ott,5,18,3,7,0,0,2,4,4,4,.389,.500,.722,1.222,0,1,0,152,580,98,164,23,103,1,.283,.834
Homer Peel,2,2,0,1,0,0,0,0,0,0,.500,.500,.500,1.000,0,0,0,84,148,16,38,1,12,0,.257,.622
Blondy Ryan,5,18,0,5,0,0,0,1,1,5,.278,.316,.278,.594,0,0,1,146,525,47,125,3,48,0,.238,.553
Hal Schumacher,2,7,0,2,0,0,0,3,0,3,.286,.286,.286,.571,0,0,0,39,98,8,21,0,10,0,.214,.454
Bill Terry,5,22,3,6,1,0,1,1,0,0,.273,.273,.455,.727,0,0,0,123,475,68,153,6,58,3,.322,.798
Totals,50,176,16,47,5,0,3,16,11,21,.267,.310,.347,.657,0,1,,156,5461,636,1437,82,,31,.263,.673
