
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Rich Aurilia,7,32,5,8,2,0,2,5,1,9,.250,.273,.500,.773,0,0,0,133,538,76,138,15,61,1,.257,.718
David Bell,7,23,4,7,0,0,1,4,5,4,.304,.448,.435,.883,0,1,2,154,552,82,144,20,73,1,.261,.762
Barry Bonds,7,17,8,8,2,0,4,6,13,3,.471,.700,1.294,1.994,0,0,1,143,403,117,149,46,110,9,.370,1.381
Shawon Dunston,4,9,1,2,0,0,1,3,0,1,.222,.222,.556,.778,0,0,,72,147,7,34,1,9,1,.231,.536
Scott Eyre,3,0,0,0,0,0,0,0,0,0,,,,,0,0,0,*70,0,0,0,0,0,0,,
Pedro Feliz,3,5,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,,67,146,14,37,2,13,0,.253,.617
Aaron Fultz,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,44,1,0,0,0,0,0,.000,.000
Tom Goodwin,5,4,0,0,0,0,0,0,1,2,.000,.200,.000,.200,1,0,0,78,154,23,40,1,17,16,.260,.659
Livan Hernandez,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,36,64,6,15,0,6,0,.234,.559
Jeff Kent,7,29,6,8,1,0,3,7,1,7,.276,.290,.621,.911,0,0,0,152,623,102,195,37,108,5,.313,.933
Kenny Lofton,7,31,7,9,1,1,0,2,2,2,.290,.333,.387,.720,3,0,1,*139,532,98,139,11,51,29,.261,.763
Ramon Martinez,2,2,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,,72,181,26,49,4,25,2,.271,.749
Robb Nen,3,0,0,0,0,0,0,0,0,0,,,,,0,0,0,68,2,0,1,0,0,0,.500,1.000
Russ Ortiz,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,33,69,11,17,2,9,0,.246,.704
Felix Rodriguez,6,0,0,0,0,0,0,0,0,0,,,,,0,0,0,71,1,1,1,0,0,0,1.000,2.000
Kirk Rueter,2,2,1,1,0,0,0,0,0,0,.500,.500,.500,1.000,0,0,0,35,62,3,11,0,3,0,.177,.374
Reggie Sanders,7,21,3,5,0,0,2,6,2,9,.238,.280,.524,.804,1,0,0,140,505,75,126,23,85,18,.250,.779
Benito Santiago,7,26,2,6,0,0,0,5,3,4,.231,.300,.231,.531,0,0,1,126,478,56,133,16,74,4,.278,.765
Jason Schmidt,2,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,29,56,3,7,0,2,0,.125,.316
Tsuyoshi Shinjo,3,6,1,1,0,0,0,0,0,3,.167,.167,.167,.333,0,0,0,118,362,42,86,9,37,5,.238,.664
J.T. Snow,7,27,6,11,1,0,1,4,2,1,.407,.448,.556,1.004,0,0,0,143,422,47,104,6,53,0,.246,.704
Jay Witasick,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,44,5,0,0,0,0,0,.000,.000
Tim Worrell,6,0,0,0,0,0,0,0,0,0,,,,,0,0,0,80,3,0,0,0,0,0,.000,.000
Chad Zerbe,3,0,0,0,0,0,0,0,0,0,,,,,0,0,0,50,6,0,1,0,1,0,.167,.333
Totals,106,235,44,66,7,1,14,42,30,50,.281,.359,.498,.857,5,1,,162,5497,783,1465,198,,74,.267,.786
