
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Dick Bartell,6,21,5,8,3,0,1,3,4,4,.381,.480,.667,1.147,0,0,1,145,510,71,152,8,42,6,.298,.773
Slick Castleman,1,2,0,1,0,0,0,0,0,0,.500,.500,.500,1.000,0,0,0,30,39,2,5,1,5,0,.128,.376
Dick Coffman,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,42,20,1,4,0,0,0,.200,.438
Harry Danning,2,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,1,32,69,3,11,0,4,0,.159,.429
Kiddo Davis,4,2,2,1,0,0,0,0,0,0,.500,.500,.500,1.000,0,0,,47,67,6,16,0,5,0,.239,.555
Freddie Fitzsimmons,2,4,0,2,0,0,0,0,0,1,.500,.500,.500,1.000,0,0,0,28,47,4,7,0,0,0,.149,.337
Frank Gabler,2,0,0,0,0,0,0,0,1,0,,1.000,,,0,0,0,43,48,3,10,0,9,0,.208,.567
Harry Gumbert,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,39,44,5,11,0,6,0,.250,.593
Carl Hubbell,2,6,0,2,0,0,0,0,0,0,.333,.333,.333,.667,0,0,1,42,110,9,25,0,8,0,.227,.484
Travis Jackson,6,21,1,4,0,0,0,1,1,3,.190,.227,.190,.418,0,0,3,126,465,41,107,7,53,0,.230,.557
Mark Koenig,3,3,0,1,0,0,0,0,0,1,.333,.333,.333,.667,0,0,0,42,58,7,16,1,7,0,.276,.770
Hank Leiber,2,6,0,0,0,0,0,0,2,2,.000,.250,.000,.250,0,0,0,101,337,44,94,9,67,1,.279,.809
Sam Leslie,3,3,0,2,0,0,0,0,0,0,.667,.667,.667,1.333,0,0,,117,417,49,123,6,54,0,.295,.743
Gus Mancuso,6,19,3,5,2,0,0,1,3,3,.263,.364,.368,.732,0,0,0,139,519,55,156,9,63,0,.301,.755
Eddie Mayo,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,46,141,11,28,1,8,0,.199,.519
Jo-Jo Moore,6,28,4,6,2,0,1,1,1,4,.214,.241,.393,.634,0,1,0,152,649,110,205,7,63,2,.316,.779
Mel Ott,6,23,4,7,2,0,1,3,3,1,.304,.385,.522,.906,0,0,1,150,534,120,175,33,135,6,.328,1.036
Jimmy Ripple,5,12,2,4,0,0,1,3,3,3,.333,.467,.583,1.050,0,1,0,96,311,42,95,7,47,1,.305,.805
Hal Schumacher,2,4,0,0,0,0,0,0,1,3,.000,.200,.000,.200,0,0,0,46,74,9,16,1,10,0,.216,.544
Al Smith,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,43,73,11,10,0,8,0,.137,.382
Bill Terry,6,25,1,6,0,0,0,5,1,4,.240,.269,.240,.509,0,0,0,79,229,36,71,2,39,0,.310,.786
Burgess Whitehead,6,21,1,1,0,0,0,2,1,3,.048,.091,.048,.139,0,1,0,154,632,99,176,4,47,14,.278,.673
Totals,76,203,23,50,9,0,4,19,21,33,.246,.317,.350,.667,0,3,,154,5449,742,1529,97,,31,.281,.732
