
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Hank Bauer,6,14,1,6,0,0,0,1,0,1,.429,.429,.429,.857,0,1,0,139,492,97,137,20,53,8,.278,.821
Yogi Berra,7,24,5,10,1,0,1,2,3,1,.417,.500,.583,1.083,0,1,0,147,541,84,147,27,108,1,.272,.819
Tommy Byrne,3,6,0,1,0,0,0,2,0,2,.167,.167,.167,.333,0,0,0,45,78,6,16,1,6,0,.205,.555
Andy Carey,2,2,0,1,0,1,0,1,0,0,.500,.500,1.500,2.000,0,0,,135,510,73,131,7,47,3,.257,.692
Tom Carroll,2,0,0,0,0,0,0,0,0,0,,,,,0,0,,14,6,3,2,0,0,0,.333,.667
Bob Cerv,5,16,1,2,0,0,1,1,0,4,.125,.125,.313,.438,0,0,0,55,85,17,29,3,22,4,.341,.952
Jerry Coleman,3,3,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,43,96,12,22,0,8,0,.229,.602
Rip Coleman,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,10,10,2,2,0,0,0,.200,.533
Joe Collins,5,12,6,2,0,0,2,3,6,4,.167,.444,.667,1.111,1,0,0,105,278,40,65,13,45,0,.234,.753
Whitey Ford,2,6,1,0,0,0,0,0,1,1,.000,.143,.000,.143,0,0,0,39,86,9,14,1,7,0,.163,.455
Bob Grim,3,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,26,25,2,3,0,1,0,.120,.305
Elston Howard,7,26,3,5,0,0,1,3,1,8,.192,.222,.308,.530,0,0,0,97,279,33,81,10,43,0,.290,.812
Johnny Kucks,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,29,40,0,2,0,0,0,.050,.125
Don Larsen,1,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,21,41,4,6,2,7,0,.146,.539
Mickey Mantle,3,10,1,2,0,0,1,1,0,2,.200,.200,.500,.700,0,0,0,147,517,121,158,37,99,8,.306,1.042
Billy Martin,7,25,2,8,1,1,0,4,1,5,.320,.346,.440,.786,0,2,0,20,70,8,21,1,9,1,.300,.726
Gil McDougald,7,27,2,7,0,0,1,1,2,6,.259,.310,.370,.681,0,0,1,141,533,79,152,13,53,6,.285,.768
Tom Morgan,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,40,18,2,4,0,0,0,.222,.500
Irv Noren,5,16,0,1,0,0,0,1,1,1,.063,.118,.063,.180,0,0,0,132,371,49,94,8,59,5,.253,.706
Phil Rizzuto,7,15,2,4,0,0,0,1,5,1,.267,.450,.267,.717,2,0,0,81,143,19,37,1,9,7,.259,.691
Eddie Robinson,4,3,0,2,0,0,0,1,2,1,.667,.833,.667,1.500,0,0,0,88,173,25,36,16,42,0,.208,.849
Bill Skowron,5,12,2,4,2,0,1,3,0,1,.333,.333,.750,1.083,0,0,1,108,288,46,92,12,61,1,.319,.894
Tom Sturdivant,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,33,12,1,1,0,0,0,.083,.167
Bob Turley,3,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,36,82,7,11,0,7,0,.134,.383
Totals,94,222,26,55,4,2,8,25,22,39,.248,.321,.392,.713,3,4,,154,5161,762,1342,175,,55,.260,.758
