
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Rick Aguilera,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,32,51,4,8,2,6,0,.157,.478
Wally Backman,6,18,4,6,0,0,0,1,3,2,.333,.429,.333,.762,1,1,0,124,387,67,124,1,27,13,.320,.761
Gary Carter,7,29,4,8,2,0,2,9,0,4,.276,.267,.552,.818,0,0,0,132,490,81,125,24,105,1,.255,.776
Ron Darling,3,3,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,34,81,4,8,0,0,0,.099,.254
Lenny Dykstra,7,27,4,8,0,0,2,3,2,7,.296,.345,.519,.863,0,0,0,147,431,77,127,8,45,31,.295,.822
Kevin Elster,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,1,19,30,3,5,0,0,0,.167,.442
Sid Fernandez,3,0,0,0,0,0,0,0,0,0,,,,,0,0,0,32,68,6,11,0,4,1,.162,.403
Dwight Gooden,2,2,1,1,0,0,0,0,0,0,.500,.500,.500,1.000,0,0,0,33,81,5,7,0,4,0,.086,.230
Danny Heep,5,11,0,1,0,0,0,2,1,1,.091,.167,.091,.258,0,0,0,86,195,24,55,5,33,1,.282,.799
Keith Hernandez,7,26,1,6,0,0,0,4,5,1,.231,.344,.231,.575,0,0,1,149,551,94,171,13,83,2,.310,.859
Howard Johnson,2,5,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,88,220,30,54,10,39,8,.245,.787
Ray Knight,6,23,4,9,1,0,1,5,2,2,.391,.440,.565,1.005,0,0,1,137,486,51,145,11,76,2,.298,.775
Lee Mazzilli,4,5,2,2,0,0,0,0,0,0,.400,.400,.400,.800,0,0,0,*100,151,28,37,3,15,4,.245,.752
Roger McDowell,5,0,0,0,0,0,0,0,0,0,,,,,0,0,0,75,18,1,5,0,3,0,.278,.594
Kevin Mitchell,5,8,1,2,0,0,0,0,0,3,.250,.250,.250,.500,0,0,0,108,328,51,91,12,43,3,.277,.811
Bob Ojeda,2,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,32,71,3,8,0,0,0,.113,.238
Jesse Orosco,4,1,0,1,0,0,0,1,0,0,1.000,1.000,1.000,2.000,0,0,0,58,3,1,0,0,1,0,.000,.333
Rafael Santana,7,20,3,5,0,0,0,2,2,5,.250,.318,.250,.568,0,0,1,139,394,38,86,1,28,0,.218,.539
Doug Sisk,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,41,4,0,0,0,0,0,.000,.000
Darryl Strawberry,7,24,4,5,1,0,1,1,4,6,.208,.321,.375,.696,3,1,0,136,475,76,123,27,93,28,.259,.865
Tim Teufel,3,9,1,4,1,0,1,1,1,2,.444,.500,.889,1.389,0,0,1,93,279,35,69,4,31,1,.247,.693
Mookie Wilson,7,26,3,7,1,0,0,0,1,6,.269,.321,.308,.629,3,0,0,123,381,61,110,9,45,25,.289,.775
Totals,96,240,32,65,6,0,7,29,21,43,.271,.330,.383,.713,7,2,,162,5558,783,1462,148,,118,.263,.740
