
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Luis Arroyo,2,0,0,0,0,0,0,0,0,0,,,,,0,0,1,65,25,2,7,0,0,0,.280,.640
Yogi Berra,4,11,2,3,0,0,1,3,5,1,.273,.500,.545,1.045,0,0,1,119,395,62,107,22,61,2,.271,.795
Johnny Blanchard,4,10,4,4,1,0,2,3,2,0,.400,.500,1.100,1.600,0,0,0,93,243,38,74,21,54,1,.305,.995
Clete Boyer,5,15,0,4,2,0,0,3,4,0,.267,.421,.400,.821,0,0,1,148,504,61,113,11,55,1,.224,.656
Jim Coates,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,43,35,1,1,0,0,0,.029,.110
Bud Daley,2,1,0,0,0,0,0,1,0,0,.000,.000,.000,.000,0,0,1,*39,63,4,8,0,3,0,.127,.310
Whitey Ford,2,5,1,0,0,0,0,0,1,0,.000,.167,.000,.167,0,0,0,39,96,11,17,0,10,0,.177,.454
Billy Gardner,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,,*86,253,24,57,2,13,0,.225,.584
Elston Howard,5,20,5,5,3,0,1,1,2,3,.250,.318,.550,.868,0,0,0,129,446,64,155,21,77,0,.348,.936
Tony Kubek,5,22,3,5,0,0,0,1,1,4,.227,.261,.227,.488,0,0,0,153,617,84,170,8,46,1,.276,.701
Hector Lopez,4,9,3,3,0,1,1,7,2,3,.333,.455,.889,1.343,0,0,0,93,243,27,54,3,22,1,.222,.596
Mickey Mantle,2,6,0,1,0,0,0,0,0,2,.167,.167,.167,.333,0,0,0,153,514,131,163,54,128,12,.317,1.135
Roger Maris,5,19,4,2,1,0,1,2,4,6,.105,.261,.316,.577,0,0,0,161,590,132,159,61,141,0,.269,.993
Jack Reed,3,0,0,0,0,0,0,0,0,0,,,,,0,0,0,28,13,4,2,0,1,0,.154,.368
Bobby Richardson,5,23,2,9,1,0,0,0,0,0,.391,.391,.435,.826,1,1,0,162,662,80,173,3,49,9,.261,.610
Bill Skowron,5,17,3,6,0,0,1,5,3,4,.353,.450,.529,.979,0,0,0,150,561,77,150,28,89,0,.267,.790
Bill Stafford,1,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,1,36,67,5,12,0,3,0,.179,.464
Ralph Terry,2,3,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,31,66,3,15,0,5,0,.227,.493
Totals,58,165,27,42,8,1,7,26,24,25,.255,.347,.442,.790,1,1,,163,5559,827,1461,240,,28,.263,.771
