
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Home Run Baker,5,20,2,9,0,0,1,7,0,2,.450,.450,.600,1.050,1,,1,149,564,116,190,12,117,34,.337,.906
Jack Barry,5,20,3,6,3,0,0,1,0,0,.300,.300,.450,.750,0,,1,134,455,62,125,3,85,15,.275,.714
Chief Bender,2,8,0,0,0,0,0,1,0,1,.000,.000,.000,.000,0,,0,48,78,7,12,0,10,1,.154,.432
Bullet Joe Bush,1,4,0,1,0,0,0,0,0,1,.250,.250,.250,.500,0,,0,39,70,8,11,0,1,0,.157,.409
Eddie Collins,5,19,5,8,0,2,0,3,1,2,.421,.450,.632,1.082,3,,1,148,534,125,184,3,73,55,.345,.894
Jack Lapp,1,4,0,1,0,0,0,0,0,1,.250,.250,.250,.500,0,,0,82,238,23,54,1,20,1,.227,.626
Stuffy McInnis,5,17,1,2,1,0,0,2,0,2,.118,.118,.176,.294,0,,0,148,543,79,176,4,90,16,.324,.798
Eddie Murphy,5,22,2,5,0,0,0,0,2,0,.227,.292,.227,.519,0,,0,137,508,105,150,1,30,21,.295,.747
Rube Oldring,5,22,5,6,0,1,0,0,0,1,.273,.273,.364,.636,1,,0,137,538,101,152,5,71,40,.283,.722
Eddie Plank,2,7,0,1,0,0,0,0,0,0,.143,.143,.143,.286,0,,1,41,76,8,8,0,6,0,.105,.363
Wally Schang,4,14,2,5,0,1,1,7,2,4,.357,.438,.714,1.152,0,,1,79,207,32,55,3,30,4,.266,.807
Amos Strunk,5,17,3,2,0,0,0,0,2,2,.118,.211,.118,.328,0,,0,94,292,30,89,0,46,14,.305,.792
Totals,45,174,23,46,4,4,2,21,7,16,.264,.293,.368,.661,5,,,153,5044,794,1412,33,,221,.280,.732
