
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Eddie Cicotte,3,7,0,1,0,0,0,0,1,2,.143,.250,.143,.393,0,,1,49,112,6,20,0,8,1,.179,.460
Eddie Collins,6,22,4,9,1,0,0,2,2,3,.409,.458,.455,.913,3,,0,156,564,91,163,0,67,53,.289,.752
Shano Collins,6,21,2,6,1,0,0,0,0,2,.286,.286,.333,.619,0,,3,82,252,38,59,1,14,14,.234,.590
Dave Danforth,1,0,0,0,0,0,0,0,0,0,,,,,0,,0,50,46,3,6,0,5,1,.130,.448
Red Faber,4,7,0,1,0,0,0,0,2,3,.143,.333,.143,.476,0,,0,41,69,1,4,0,2,0,.058,.250
Happy Felsch,6,22,4,6,1,0,1,3,1,5,.273,.304,.455,.759,0,,0,152,575,75,177,6,102,26,.308,.755
Chick Gandil,6,23,1,6,1,0,0,5,0,2,.261,.261,.304,.565,1,,1,149,553,53,151,0,57,16,.273,.631
Shoeless Joe Jackson,6,23,4,7,0,0,0,2,1,0,.304,.333,.304,.638,1,,0,146,538,91,162,5,75,13,.301,.805
Nemo Leibold,2,5,1,2,0,0,0,2,1,1,.400,.500,.400,.900,0,,0,125,428,59,101,0,29,27,.236,.642
Byrd Lynn,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,,,35,72,7,16,0,5,1,.222,.550
Fred McMullin,6,24,1,3,1,0,0,2,1,6,.125,.160,.167,.327,0,,0,59,194,35,46,0,12,9,.237,.597
Swede Risberg,2,2,0,1,0,0,0,1,0,0,.500,.500,.500,1.000,0,,,149,474,59,96,1,45,16,.203,.582
Reb Russell,1,0,0,0,0,0,0,0,0,0,,,,,0,,0,39,68,4,19,0,9,0,.279,.712
Ray Schalk,6,19,1,5,0,0,0,0,2,1,.263,.333,.263,.596,1,,2,140,424,48,96,2,51,19,.226,.623
Buck Weaver,6,21,3,7,1,0,0,1,0,2,.333,.333,.381,.714,0,,4,118,447,64,127,3,32,19,.284,.694
Lefty Williams,1,0,0,0,0,0,0,0,0,0,,,,,0,,1,45,67,5,6,0,2,0,.090,.306
Totals,63,197,21,54,6,0,1,18,11,28,.274,.313,.320,.632,6,,,156,5057,655,1281,18,,219,.253,.655
