
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Tiny Bonham,1,4,0,0,0,0,0,0,0,4,.000,.000,.000,.000,0,0,0,23,50,1,8,0,2,0,.160,.352
Frenchy Bordagaray,1,0,0,0,0,0,0,0,0,0,,,,,0,0,,36,73,10,19,0,4,1,.260,.599
Marv Breuer,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,26,46,1,4,0,2,0,.087,.212
Spud Chandler,1,2,0,1,0,0,0,1,0,0,.500,.500,.500,1.000,0,0,0,28,60,4,11,0,4,0,.183,.380
Bill Dickey,5,18,3,3,1,0,0,1,3,1,.167,.286,.222,.508,0,0,0,109,348,35,99,7,71,2,.284,.788
Joe DiMaggio,5,19,1,5,0,0,0,1,2,2,.263,.333,.263,.596,0,0,0,139,541,122,193,30,125,4,.357,1.083
Atley Donald,1,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,22,62,3,5,0,0,0,.081,.206
Joe Gordon,5,14,2,7,1,1,1,5,7,0,.500,.667,.929,1.595,0,0,1,156,588,104,162,24,87,10,.276,.824
Tommy Henrich,5,18,4,3,1,0,1,1,3,3,.167,.318,.389,.707,0,0,0,144,538,106,149,31,85,3,.277,.895
Charlie Keller,5,18,5,7,2,0,0,5,3,1,.389,.476,.500,.976,0,0,0,140,507,102,151,33,122,6,.298,.996
Johnny Murphy,2,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,35,18,1,1,0,0,0,.056,.161
Phil Rizzuto,5,18,0,2,0,0,0,0,3,1,.111,.238,.111,.349,1,0,1,133,515,65,158,3,46,14,.307,.741
Red Rolfe,5,20,2,6,0,0,0,0,2,1,.300,.364,.300,.664,0,1,0,136,561,106,148,8,42,3,.264,.695
Buddy Rosar,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,67,209,25,60,1,36,0,.287,.757
Red Ruffing,1,3,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,38,89,10,27,2,22,0,.303,.816
Marius Russo,1,4,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,28,78,5,18,0,7,0,.231,.516
George Selkirk,2,2,0,1,0,0,0,0,0,0,.500,.500,.500,1.000,0,0,,70,164,30,36,6,25,1,.220,.700
Johnny Sturm,5,21,0,6,0,0,0,2,0,2,.286,.318,.286,.604,1,1,0,124,524,58,125,3,36,3,.239,.592
Totals,52,166,17,41,5,1,2,16,23,18,.247,.346,.325,.671,2,2,,156,5444,830,1464,151,,51,.269,.765
