
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Steve Avery,2,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,35,76,8,13,0,4,0,.171,.426
Rafael Belliard,4,0,0,0,0,0,0,0,0,0,,,,,0,0,0,144,285,20,60,0,14,0,.211,.494
Damon Berryhill,6,22,1,2,0,0,1,3,1,11,.091,.130,.227,.358,0,0,0,101,307,21,70,10,43,0,.228,.653
Jeff Blauser,6,24,2,6,0,0,0,0,1,9,.250,.280,.250,.530,2,1,0,123,343,61,90,14,46,5,.262,.811
Sid Bream,5,15,1,3,0,0,0,0,4,0,.200,.368,.200,.568,0,0,1,125,372,30,97,10,61,6,.261,.754
Francisco Cabrera,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,,12,10,2,3,2,3,0,.300,1.264
Ron Gant,4,8,2,1,1,0,0,0,1,2,.125,.222,.250,.472,2,0,0,153,544,74,141,17,80,32,.259,.736
Tom Glavine,2,2,0,0,0,0,0,0,1,0,.000,.333,.000,.333,0,0,0,35,77,11,19,0,7,0,.247,.557
Brian Hunter,4,5,0,1,0,0,0,1,0,1,.200,.167,.200,.367,0,1,0,102,238,34,57,14,41,1,.239,.780
David Justice,6,19,4,3,0,0,1,3,6,5,.158,.360,.316,.676,1,0,1,144,484,78,124,21,72,2,.256,.805
Charlie Leibrandt,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,32,58,1,7,0,4,0,.121,.271
Mark Lemke,6,19,0,4,0,0,0,2,1,3,.211,.250,.211,.461,0,0,0,155,427,38,97,6,26,0,.227,.611
Otis Nixon,6,27,3,8,1,0,0,1,1,3,.296,.321,.333,.655,5,1,0,120,456,79,134,2,22,41,.294,.695
Terry Pendleton,6,25,2,6,2,0,0,2,1,5,.240,.259,.320,.579,0,0,0,160,640,98,199,21,105,5,.311,.818
Jeff Reardon,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,*60,0,0,0,0,0,0,,
Deion Sanders,4,15,4,8,2,0,0,1,2,1,.533,.588,.667,1.255,5,0,0,97,303,54,92,8,28,26,.304,.841
Lonnie Smith,5,12,1,2,0,0,1,5,1,4,.167,.286,.417,.702,0,0,,84,158,23,39,6,33,4,.247,.761
Pete Smith,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,12,26,1,1,0,2,0,.038,.146
John Smoltz,3,3,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,36,75,7,12,1,4,0,.160,.422
Mike Stanton,4,0,0,0,0,0,0,0,0,0,,,,,0,0,0,65,2,1,1,0,0,0,.500,1.000
Jeff Treadway,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,,61,126,5,28,0,5,1,.222,.560
Mark Wohlers,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,32,2,0,0,0,0,0,.000,.000
Totals,81,200,20,44,6,0,3,18,20,48,.220,.291,.295,.586,15,3,,162,5480,682,1391,138,,126,.254,.703
