
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Felipe Alou,7,26,2,7,1,1,0,1,1,4,.269,.296,.385,.681,0,0,1,154,561,96,177,25,98,10,.316,.869
Matty Alou,6,12,2,4,1,0,0,1,0,1,.333,.333,.417,.750,0,0,0,78,195,28,57,3,14,3,.292,.739
Ed Bailey,6,14,1,1,0,0,1,2,0,3,.071,.071,.286,.357,0,0,0,96,254,32,59,17,45,1,.232,.827
Bobby Bolin,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,41,23,3,6,0,4,0,.261,.639
Ernie Bowman,2,1,1,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,46,42,9,8,1,4,0,.190,.513
Orlando Cepeda,5,19,1,3,1,0,0,2,0,4,.158,.158,.211,.368,0,1,0,162,625,105,191,35,114,10,.306,.865
Jim Davenport,7,22,1,3,1,0,0,1,4,7,.136,.269,.182,.451,0,0,3,144,485,83,144,14,58,2,.297,.813
Tom Haller,4,14,1,4,1,0,1,3,0,2,.286,.286,.571,.857,0,0,0,99,272,53,71,18,55,1,.261,.899
Chuck Hiller,7,26,4,7,3,0,1,5,3,4,.269,.345,.500,.845,0,0,1,161,602,94,166,3,48,5,.276,.675
Harvey Kuenn,3,12,1,1,0,0,0,0,1,1,.083,.154,.083,.237,0,0,0,130,487,73,148,10,68,3,.304,.799
Don Larsen,3,0,0,0,0,0,0,0,0,0,,,,,0,0,0,52,25,3,5,0,1,0,.200,.480
Juan Marichal,1,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,38,89,13,21,0,10,0,.236,.513
Willie Mays,7,28,3,7,2,0,0,1,1,5,.250,.276,.321,.597,1,0,0,162,621,130,189,49,141,18,.304,.999
Willie McCovey,4,15,2,3,0,1,1,1,1,3,.200,.250,.533,.783,0,0,2,91,229,41,67,20,54,3,.293,.957
Stu Miller,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,60,16,2,2,0,1,0,.125,.301
Bob Nieman,1,0,0,0,0,0,0,0,1,0,,1.000,,,0,0,,*32,31,1,9,1,4,0,.290,.755
Billy O'Dell,3,3,0,1,0,0,0,0,0,0,.333,.333,.333,.667,0,0,0,49,90,7,12,0,6,1,.133,.321
John Orsino,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,18,48,4,13,0,4,0,.271,.646
Jose Pagan,7,19,2,7,0,0,1,2,0,1,.368,.400,.526,.926,0,0,1,164,580,73,150,7,57,13,.259,.671
Billy Pierce,2,5,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,30,56,3,12,0,5,0,.214,.469
Jack Sanford,3,7,0,3,0,0,0,0,0,2,.429,.429,.429,.857,0,0,0,39,98,5,15,0,4,0,.153,.366
Totals,83,226,21,51,10,2,5,19,12,39,.226,.268,.354,.622,1,1,,165,5588,878,1552,204,,73,.278,.782
