
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Max Bishop,6,18,5,4,0,0,0,0,7,3,.222,.462,.222,.684,0,0,0,130,441,117,111,10,38,3,.252,.834
Joe Boley,6,21,1,2,0,0,0,1,0,1,.095,.095,.095,.190,0,0,1,121,420,41,116,4,55,0,.276,.701
Mickey Cochrane,6,18,5,4,1,0,2,4,5,2,.222,.391,.611,1.002,0,1,1,130,487,110,174,10,85,5,.357,.949
Jimmy Dykes,6,18,2,4,3,0,1,5,5,3,.222,.391,.556,.947,0,0,1,125,435,69,131,6,73,3,.301,.840
George Earnshaw,3,9,0,0,0,0,0,0,0,5,.000,.000,.000,.000,0,0,0,49,114,11,26,0,10,0,.228,.576
Jimmie Foxx,6,21,3,7,2,1,1,3,2,4,.333,.391,.667,1.058,0,0,0,153,562,127,188,37,156,7,.335,1.066
Lefty Grove,3,6,0,0,0,0,0,0,0,3,.000,.000,.000,.000,0,0,0,50,110,11,22,2,17,0,.200,.566
Mule Haas,6,18,1,2,0,1,0,1,1,3,.111,.158,.222,.380,0,1,0,132,532,91,159,2,68,2,.299,.751
Eric McNair,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,,78,237,27,63,0,34,5,.266,.629
Bing Miller,6,21,0,3,2,0,0,3,0,4,.143,.143,.238,.381,0,0,0,154,585,89,177,9,100,13,.303,.795
Jimmy Moore,3,3,0,1,0,0,0,0,1,1,.333,.500,.333,.833,0,0,0,*31,89,14,27,2,14,1,.303,.794
Jack Quinn,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,35,34,2,9,1,4,0,.265,.639
Bill Shores,1,0,0,0,0,0,0,0,1,0,,1.000,,,0,0,0,31,57,6,11,0,3,0,.193,.431
Al Simmons,6,22,4,8,2,0,2,4,2,2,.364,.417,.727,1.144,0,0,0,138,554,152,211,36,165,9,.381,1.130
Rube Walberg,1,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,38,73,5,12,0,9,0,.164,.454
Totals,61,178,21,35,10,2,6,21,24,32,.197,.296,.376,.672,0,2,,154,5345,951,1573,125,,48,.294,.821
