
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Larry Andersen,4,0,0,0,0,0,0,0,0,0,,,,,0,0,0,64,1,0,1,0,0,0,1.000,2.000
Kim Batiste,3,0,0,0,0,0,0,0,0,0,,,,,0,0,0,79,156,14,44,5,29,0,.282,.734
Wes Chamberlain,2,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,,96,284,34,80,12,45,2,.282,.813
Darren Daulton,6,23,4,5,2,0,1,4,4,5,.217,.357,.435,.792,0,0,0,147,510,90,131,24,105,5,.257,.875
Mariano Duncan,6,29,5,10,0,1,0,2,1,7,.345,.367,.414,.780,3,0,1,124,496,68,140,11,73,6,.282,.721
Lenny Dykstra,6,23,9,8,1,0,4,8,7,4,.348,.500,.913,1.413,4,0,0,161,637,143,194,19,66,37,.305,.902
Jim Eisenreich,6,26,3,6,0,0,1,7,2,4,.231,.286,.346,.632,0,0,0,153,362,51,115,7,54,5,.318,.808
Tommy Greene,1,1,1,1,0,0,0,0,0,0,1.000,1.000,1.000,2.000,0,0,0,32,72,9,16,2,10,0,.222,.603
Dave Hollins,6,23,5,6,1,0,0,2,6,5,.261,.414,.304,.718,0,0,0,143,543,104,148,18,93,2,.273,.814
Pete Incaviglia,3,7,0,1,0,0,0,1,0,4,.143,.125,.143,.268,0,0,0,116,368,60,101,24,89,1,.274,.848
Danny Jackson,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,32,65,3,5,0,2,0,.077,.238
Ricky Jordan,3,10,0,2,0,0,0,0,0,2,.200,.200,.200,.400,0,0,,90,159,21,46,5,18,0,.289,.745
John Kruk,6,23,4,8,1,0,0,4,7,7,.348,.500,.391,.891,0,0,0,150,535,100,169,14,85,6,.316,.905
Roger Mason,4,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,*68,6,0,1,0,0,0,.167,.333
Mickey Morandini,3,5,1,1,0,0,0,0,1,2,.200,.333,.200,.533,0,0,0,120,425,57,105,3,33,13,.247,.664
Terry Mulholland,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,29,62,3,4,0,0,0,.065,.144
Ben Rivera,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,30,51,3,5,0,0,0,.098,.246
Curt Schilling,2,2,0,1,0,0,0,0,0,1,.500,.500,.500,1.000,0,0,0,34,75,3,11,0,2,0,.147,.329
Kevin Stocker,6,19,1,4,1,0,0,1,5,5,.211,.375,.263,.638,0,1,0,70,259,46,84,2,31,5,.324,.826
Bobby Thigpen,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,*42,1,0,0,0,0,0,.000,.000
Milt Thompson,6,17,3,5,1,1,1,6,1,2,.294,.333,.647,.980,0,0,1,129,340,42,89,4,44,9,.262,.691
David West,3,0,0,0,0,0,0,0,0,0,,,,,0,0,0,76,5,0,2,0,2,0,.400,1.000
Mitch Williams,3,0,0,0,0,0,0,0,0,0,,,,,0,0,0,65,1,0,1,0,1,0,1.000,2.000
Totals,85,212,36,58,7,2,7,35,34,50,.274,.375,.425,.800,7,1,,162,5685,877,1555,156,,91,.274,.777
