
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Howard Battle,1,0,0,0,0,0,0,0,0,0,,,,,0,0,,15,17,2,6,1,5,0,.353,.950
Bret Boone,4,13,1,7,4,0,0,3,1,3,.538,.571,.846,1.418,0,1,0,152,608,102,153,20,63,14,.252,.726
Jorge Fabregas,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,,*88,231,20,46,3,21,0,.199,.579
Tom Glavine,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,36,65,3,9,0,4,0,.138,.354
Ozzie Guillen,3,5,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,1,92,232,21,56,1,20,4,.241,.607
Jose Hernandez,2,5,0,1,1,0,0,2,0,2,.200,.200,.400,.600,1,0,0,*147,508,79,135,19,62,11,.266,.764
Brian Hunter,2,4,0,1,0,0,0,0,0,1,.250,.250,.250,.500,0,0,2,114,181,28,45,6,30,0,.249,.792
Andruw Jones,4,13,1,1,0,0,0,0,1,3,.077,.143,.077,.220,0,0,0,162,592,97,163,26,84,24,.275,.848
Chipper Jones,4,13,2,3,0,0,1,2,4,2,.231,.412,.462,.873,0,1,0,157,567,116,181,45,110,25,.319,1.074
Brian Jordan,4,13,1,1,0,0,0,1,4,2,.077,.294,.077,.371,0,0,1,153,576,100,163,23,115,13,.283,.811
Ryan Klesko,4,12,0,2,0,0,0,0,0,1,.167,.167,.167,.333,0,0,0,133,404,55,120,21,80,5,.297,.908
Keith Lockhart,4,7,1,1,0,0,0,0,2,0,.143,.333,.143,.476,0,0,0,108,161,20,42,1,21,3,.261,.648
Greg Maddux,1,2,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,33,64,7,11,2,7,0,.172,.509
Kevin McGlinchy,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,64,2,0,0,0,0,0,.000,.000
Kevin Millwood,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,33,78,4,12,1,6,0,.154,.393
Terry Mulholland,2,0,0,0,0,0,0,0,1,0,,1.000,,,0,0,0,*42,48,2,5,0,3,0,.104,.244
Greg Myers,4,6,0,2,0,0,0,1,1,0,.333,.429,.333,.762,0,0,0,*84,200,19,53,5,24,0,.265,.718
Otis Nixon,2,2,0,1,0,0,0,0,0,0,.500,.500,.500,1.000,0,1,0,84,151,31,31,0,8,26,.205,.540
Eddie Perez,3,8,0,1,0,0,0,0,1,3,.125,.222,.125,.347,0,0,0,104,309,30,77,7,30,0,.249,.671
Mike Remlinger,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,73,2,1,0,0,0,0,.000,.000
John Rocker,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,74,0,0,0,0,0,0,,
John Smoltz,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,29,62,11,17,1,7,0,.274,.725
Russ Springer,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,49,0,0,0,0,0,0,,
Walt Weiss,3,9,1,2,0,0,0,0,0,1,.222,.222,.222,.444,0,0,0,110,279,38,63,2,29,7,.226,.637
Gerald Williams,4,17,2,3,0,1,0,0,0,4,.176,.176,.294,.471,0,0,0,143,422,76,116,17,68,19,.275,.792
Totals,62,130,9,26,5,1,1,9,15,26,.200,.283,.277,.560,1,3,,162,5569,840,1481,197,,148,.266,.777
