
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Jack Armstrong,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,29,47,2,5,0,3,0,.106,.249
Billy Bates,1,1,1,1,0,0,0,0,0,0,1.000,1.000,1.000,2.000,0,0,,*22,34,8,3,0,2,6,.088,.297
Todd Benzinger,4,11,1,2,0,0,0,0,0,0,.182,.182,.182,.364,0,0,0,118,376,35,95,5,46,3,.253,.631
Glenn Braggs,2,4,0,0,0,0,0,2,1,0,.000,.200,.000,.200,0,0,0,*109,314,39,88,9,41,8,.280,.782
Tom Browning,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,38,75,6,7,0,4,0,.093,.237
Norm Charlton,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,57,37,4,5,0,0,0,.135,.373
Eric Davis,4,14,3,4,0,0,1,5,0,0,.286,.286,.500,.786,0,0,0,127,453,84,118,24,86,21,.260,.833
Rob Dibble,3,0,0,0,0,0,0,0,0,0,,,,,0,0,0,68,7,0,0,0,0,0,.000,.000
Mariano Duncan,4,14,1,2,0,0,0,1,2,2,.143,.250,.143,.393,1,0,0,125,435,67,133,10,55,13,.306,.821
Billy Hatcher,4,12,6,9,4,1,0,2,2,0,.750,.800,1.250,2.050,0,1,0,139,504,68,139,5,25,30,.276,.708
Danny Jackson,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,1,23,37,1,2,0,0,0,.054,.162
Barry Larkin,4,17,3,6,1,1,0,1,2,0,.353,.421,.529,.950,0,0,0,158,614,85,185,7,67,30,.301,.753
Hal Morris,4,14,0,1,0,0,0,1,1,1,.071,.125,.071,.196,0,0,0,107,309,50,105,7,36,9,.340,.880
Randy Myers,3,0,0,0,0,0,0,0,0,0,,,,,0,0,0,66,4,0,1,0,1,0,.250,.500
Paul O'Neill,4,12,2,1,0,0,0,1,5,2,.083,.353,.083,.436,1,0,0,145,503,59,136,16,78,13,.270,.761
Ron Oester,1,1,0,1,0,0,0,1,0,0,1.000,1.000,1.000,2.000,0,0,,64,154,10,46,0,13,1,.299,.716
Joe Oliver,4,18,2,6,3,0,0,2,0,1,.333,.333,.500,.833,0,0,3,121,364,34,84,8,52,1,.231,.664
Jose Rijo,2,3,0,1,0,0,0,0,0,0,.333,.333,.333,.667,0,0,0,29,62,3,10,0,2,1,.161,.365
Chris Sabo,4,16,2,9,1,0,2,5,2,2,.563,.611,1.000,1.611,0,1,0,148,567,95,153,25,71,25,.270,.819
Scott Scudder,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,21,18,1,1,0,0,0,.056,.206
Herm Winningham,2,4,1,2,0,0,0,0,0,0,.500,.500,.500,1.000,0,0,0,84,160,20,41,3,17,6,.256,.739
Totals,55,142,22,45,9,2,3,21,15,9,.317,.384,.472,.855,2,2,,162,5525,693,1466,125,,166,.265,.724
