
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Sandy Amoros,6,19,1,1,0,0,0,1,2,4,.053,.143,.053,.195,0,0,0,114,292,53,76,16,58,3,.260,.902
Don Bessent,2,2,0,1,0,0,0,1,1,1,.500,.667,.500,1.167,0,0,0,38,18,0,2,0,1,0,.111,.216
Roy Campanella,7,22,2,4,1,0,0,3,3,7,.182,.259,.227,.487,0,1,0,124,388,39,85,20,73,1,.219,.727
Gino Cimoli,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,73,36,3,4,0,4,1,.111,.274
Roger Craig,2,2,0,1,0,0,0,0,0,0,.500,.500,.500,1.000,0,0,0,35,61,1,1,0,1,0,.016,.119
Don Drysdale,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,26,26,4,5,1,1,0,.192,.568
Carl Erskine,2,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,32,66,1,8,0,0,0,.121,.258
Carl Furillo,7,25,2,6,2,0,0,1,2,3,.240,.296,.320,.616,0,0,0,149,523,66,151,21,83,1,.289,.824
Jim Gilliam,7,24,2,2,0,0,0,2,7,3,.083,.290,.083,.374,1,1,0,153,594,102,178,6,43,21,.300,.794
Gil Hodges,7,23,5,7,2,0,1,8,4,4,.304,.407,.522,.929,0,0,0,153,550,86,146,32,87,3,.265,.861
Randy Jackson,3,3,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,,101,307,37,84,8,53,2,.274,.780
Clem Labine,2,4,0,1,1,0,0,0,0,2,.250,.250,.500,.750,0,0,0,62,23,0,2,0,1,0,.087,.247
Sal Maglie,2,5,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,*30,70,1,9,0,2,0,.129,.269
Dale Mitchell,4,4,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,,*57,54,5,11,0,7,0,.204,.517
Charlie Neal,1,4,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,1,62,136,22,39,2,14,2,.287,.736
Don Newcombe,2,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,52,111,13,26,2,16,1,.234,.654
Pee Wee Reese,7,27,3,6,0,1,0,2,2,6,.222,.276,.296,.572,0,0,1,147,572,85,147,9,46,13,.257,.667
Jackie Robinson,7,24,5,6,1,0,1,2,5,2,.250,.379,.417,.796,0,0,0,117,357,61,98,10,43,12,.275,.793
Ed Roebuck,3,0,0,0,0,0,0,0,0,0,,,,,0,0,0,43,18,3,6,0,1,0,.333,.778
Duke Snider,7,23,5,7,1,0,1,4,6,8,.304,.433,.478,.912,0,0,0,151,542,112,158,43,101,3,.292,.997
Rube Walker,2,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,,54,146,5,31,3,20,0,.212,.574
Totals,82,215,25,42,8,1,3,24,32,47,.195,.296,.284,.580,1,2,,154,5098,720,1315,179,,65,.258,.761
