
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Steve Avery,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,24,46,5,11,2,11,0,.239,.745
Rafael Belliard,4,0,0,0,0,0,0,0,0,0,,,,,0,0,0,87,142,9,24,0,3,3,.169,.398
Mike Bielecki,2,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,40,10,1,1,0,1,0,.100,.350
Jeff Blauser,6,18,2,3,1,0,0,1,1,4,.167,.211,.222,.433,0,0,1,83,265,48,65,10,35,6,.245,.775
Brad Clontz,3,0,0,0,0,0,0,0,0,0,,,,,0,0,0,81,2,1,0,0,0,0,.000,.500
Jermaine Dye,5,17,0,2,0,0,0,1,1,1,.118,.167,.118,.284,0,0,1,98,292,32,82,12,37,1,.281,.763
Tom Glavine,1,1,1,0,0,0,0,0,1,0,.000,.500,.000,.500,0,0,0,39,76,8,22,0,3,0,.289,.675
Marquis Grissom,6,27,4,12,2,1,0,5,1,2,.444,.464,.593,1.057,1,0,1,158,671,106,207,23,74,28,.308,.838
Andruw Jones,6,20,4,8,1,0,2,6,3,6,.400,.500,.750,1.250,1,2,0,31,106,11,23,5,13,3,.217,.709
Chipper Jones,6,21,3,6,3,0,0,3,4,2,.286,.385,.429,.813,1,0,0,157,598,114,185,30,110,14,.309,.923
Ryan Klesko,5,10,2,1,0,0,0,1,2,4,.100,.250,.100,.350,0,0,1,153,528,90,149,34,93,6,.282,.894
Mark Lemke,6,26,2,6,1,0,0,2,0,3,.231,.231,.269,.500,0,0,0,135,498,64,127,5,37,5,.255,.642
Javy Lopez,6,21,3,4,0,0,0,1,3,4,.190,.280,.190,.470,0,0,0,138,489,56,138,23,69,1,.282,.788
Greg Maddux,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,35,68,6,10,0,2,0,.147,.360
Fred McGriff,6,20,4,6,0,0,2,6,5,4,.300,.423,.600,1.023,0,0,0,159,617,81,182,28,107,7,.295,.859
Greg McMichael,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,73,0,0,0,0,0,0,,
Mike Mordecai,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,,66,108,12,26,2,8,1,.241,.639
Denny Neagle,2,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,*36,69,3,12,0,4,0,.174,.383
Terry Pendleton,4,9,1,2,1,0,0,0,1,1,.222,.300,.333,.633,0,1,0,*153,568,51,135,11,75,2,.238,.635
Eddie Perez,2,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,68,156,19,40,4,17,0,.256,.697
Luis Polonia,6,5,0,0,0,0,0,0,1,3,.000,.167,.000,.167,0,1,,*80,206,28,55,2,16,9,.267,.631
John Smoltz,2,2,0,1,0,0,0,0,0,0,.500,.500,.500,1.000,0,0,0,35,78,3,17,1,12,0,.218,.548
Terrell Wade,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,44,13,0,2,0,1,0,.154,.368
Mark Wohlers,4,0,0,0,0,0,0,0,0,0,,,,,0,0,0,77,3,0,0,0,0,0,.000,.000
Totals,90,201,26,51,9,1,4,26,23,36,.254,.329,.368,.697,3,4,,162,5614,773,1514,197,,83,.270,.765
