
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Mordecai Brown,2,4,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,,0,46,121,5,25,0,4,2,.207,.426
Frank Chance,5,19,4,8,0,0,0,2,3,1,.421,.500,.421,.921,5,,1,129,452,65,123,2,55,27,.272,.701
Johnny Evers,5,20,5,7,1,0,0,2,1,2,.350,.381,.400,.781,2,,1,126,416,83,125,0,37,36,.300,.777
Solly Hofman,5,19,2,6,0,1,0,4,1,4,.316,.350,.421,.771,2,,0,120,411,55,100,2,42,15,.243,.628
Del Howard,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,,,96,315,42,88,1,26,11,.279,.668
Johnny Kling,5,16,2,4,1,0,0,2,2,2,.250,.333,.313,.646,0,,0,126,424,51,117,4,59,16,.276,.697
Orval Overall,3,6,0,2,0,0,0,0,0,1,.333,.333,.333,.667,0,,0,38,70,3,9,0,9,1,.129,.369
Jack Pfiester,1,2,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,,0,33,79,2,8,0,2,1,.101,.248
Ed Reulbach,2,3,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,,0,46,99,10,23,0,9,1,.232,.610
Frank Schulte,5,18,4,7,0,1,0,2,2,1,.389,.450,.500,.950,2,,0,102,386,42,91,1,43,15,.236,.600
Jimmy Sheckard,5,21,2,5,2,0,0,1,2,3,.238,.304,.333,.638,1,,0,115,403,54,93,2,22,18,.231,.641
Harry Steinfeldt,5,16,3,4,0,0,0,3,2,5,.250,.333,.250,.583,1,,0,150,539,63,130,1,62,12,.241,.600
Joe Tinker,5,19,2,5,0,0,1,4,0,2,.263,.263,.421,.684,2,,0,157,548,67,146,6,68,30,.266,.697
Totals,49,164,24,48,4,2,1,20,13,26,.293,.345,.360,.704,15,,,158,5085,624,1267,19,,212,.249,.632
