
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Geoff Blum,1,1,1,1,0,0,1,1,0,0,1.000,1.000,4.000,5.000,0,0,0,*109,319,32,73,6,25,3,.229,.641
Mark Buehrle,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,33,3,0,0,0,0,0,.000,.000
Jose Contreras,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,32,3,0,0,0,0,0,.000,.250
Neal Cotts,4,0,0,0,0,0,0,0,0,0,,,,,0,0,0,69,0,0,0,0,0,0,,
Joe Crede,4,17,2,5,1,0,2,3,1,2,.294,.368,.706,1.074,0,0,0,132,432,54,109,22,62,1,.252,.756
Jermaine Dye,4,16,3,7,1,0,1,3,2,2,.438,.526,.688,1.214,0,0,0,145,529,74,145,31,86,11,.274,.846
Carl Everett,4,9,1,4,0,0,0,0,0,2,.444,.444,.444,.889,0,1,,135,490,58,123,23,87,4,.251,.745
Freddy Garcia,1,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,33,7,0,0,0,0,0,.000,.000
Jon Garland,1,3,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,32,2,0,1,0,1,0,.500,1.000
Willie Harris,2,1,1,1,0,0,0,0,0,0,1.000,1.000,1.000,2.000,1,0,0,56,121,17,31,1,8,10,.256,.647
Dustin Hermanson,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,57,0,0,0,0,0,0,,
Orlando Hernandez,1,0,0,0,0,0,0,0,0,0,,,,,0,0,1,24,3,0,1,0,0,0,.333,.667
Tadahito Iguchi,4,18,2,3,0,0,0,1,1,3,.167,.211,.167,.377,0,0,0,135,511,74,142,15,71,15,.278,.780
Bobby Jenks,4,0,0,0,0,0,0,0,0,0,,,,,0,0,0,32,0,0,0,0,0,0,,
Paul Konerko,4,16,1,4,1,0,1,4,2,3,.250,.368,.500,.868,0,0,0,158,575,98,163,40,100,0,.283,.909
Damaso Marte,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,66,0,0,0,0,0,0,,
Timo Perez,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,,76,179,13,39,2,15,2,.218,.562
A.J. Pierzynski,4,15,3,4,2,0,0,3,2,2,.267,.353,.400,.753,1,0,0,128,460,61,118,18,56,0,.257,.728
Scott Podsednik,4,21,2,6,0,2,1,2,0,4,.286,.286,.619,.905,2,0,0,129,507,80,147,0,25,59,.290,.700
Cliff Politte,3,0,0,0,0,0,0,0,0,0,,,,,0,0,0,68,1,1,1,0,1,0,1.000,2.000
Aaron Rowand,4,17,2,5,1,0,0,0,2,6,.294,.368,.353,.721,0,0,0,157,578,77,156,13,69,16,.270,.736
Juan Uribe,4,16,2,4,3,0,0,2,3,3,.250,.368,.438,.806,1,0,2,146,481,58,121,16,71,4,.252,.712
Luis Vizcaino,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,65,0,0,0,0,0,0,,
Chris Widger,1,1,0,0,0,0,0,1,2,1,.000,.667,.000,.667,0,0,0,45,141,18,34,4,11,0,.241,.679
Totals,61,154,20,44,9,2,6,20,15,30,.286,.360,.487,.847,5,1,,162,5529,741,1450,200,,137,.262,.747
