
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Ken Boyer,7,27,5,6,1,0,2,6,1,5,.222,.241,.481,.723,0,0,1,162,628,100,185,24,119,3,.295,.854
Lou Brock,7,30,2,9,2,0,1,5,0,3,.300,.300,.467,.767,0,0,1,*155,634,111,200,14,58,43,.315,.821
Jerry Buchek,4,1,1,1,0,0,0,0,0,0,1.000,1.000,1.000,2.000,0,0,0,35,30,7,6,0,1,0,.200,.606
Roger Craig,2,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,39,48,4,10,0,3,0,.208,.512
Curt Flood,7,30,5,6,0,1,0,3,3,1,.200,.273,.267,.539,0,0,0,162,679,97,211,5,46,8,.311,.734
Bob Gibson,3,9,1,2,0,0,0,0,0,3,.222,.222,.222,.444,0,0,0,40,96,8,15,0,4,0,.156,.396
Dick Groat,7,26,3,5,1,1,0,1,4,3,.192,.300,.308,.608,0,0,2,161,636,70,186,1,70,2,.292,.706
Bob Humphreys,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,28,4,2,1,0,1,0,.250,.750
Charlie James,3,3,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,,88,233,24,52,5,17,0,.223,.596
Julian Javier,1,0,1,0,0,0,0,0,0,0,,,,,0,0,0,155,535,66,129,12,65,9,.241,.644
Dal Maxvill,7,20,0,4,1,0,0,1,1,4,.200,.238,.250,.488,0,0,0,37,26,4,6,0,4,1,.231,.462
Tim McCarver,7,23,4,11,1,1,1,5,5,1,.478,.552,.739,1.291,1,0,0,143,465,53,134,9,52,2,.288,.743
Gordie Richardson,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,19,13,0,1,0,0,0,.077,.277
Ray Sadecki,2,2,0,1,0,0,0,1,0,1,.500,.500,.500,1.000,0,0,0,39,75,7,12,0,6,0,.160,.459
Barney Schultz,4,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,30,6,0,1,0,0,0,.167,.333
Mike Shannon,7,28,6,6,0,0,1,2,0,9,.214,.214,.321,.536,1,0,0,88,253,30,66,9,43,4,.261,.725
Curt Simmons,2,4,0,2,0,0,0,1,0,1,.500,.500,.500,1.000,0,0,0,34,94,6,10,0,6,0,.106,.249
Bob Skinner,4,3,0,2,1,0,0,1,1,0,.667,.750,1.000,1.750,0,0,,*80,177,16,45,4,21,0,.254,.680
Ron Taylor,2,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,63,15,0,2,0,0,0,.133,.267
Carl Warwick,5,4,2,3,0,0,0,1,1,0,.750,.800,.750,1.550,0,0,,88,158,14,41,3,15,2,.259,.679
Bill White,7,27,2,3,1,0,0,2,2,6,.111,.172,.148,.321,1,0,0,160,631,92,191,21,102,7,.303,.829
Totals,91,240,32,61,8,3,5,29,18,39,.254,.304,.375,.679,3,0,,162,5625,715,1531,109,,73,.272,.716
