
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Dave Bancroft,6,24,1,2,0,0,0,1,1,2,.083,.120,.083,.203,1,0,0,107,444,80,135,1,31,8,.304,.789
Virgil Barnes,2,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,22,14,0,0,0,0,0,.000,.000
Jack Bentley,5,5,0,3,1,0,0,0,0,0,.600,.600,.800,1.400,0,0,0,52,89,9,38,1,14,0,.427,1.019
Bill Cunningham,4,7,0,1,0,0,0,1,0,1,.143,.143,.143,.286,0,0,1,79,203,22,55,5,27,5,.271,.694
Frankie Frisch,6,25,2,10,0,1,0,1,0,0,.400,.400,.480,.880,0,1,1,151,641,116,223,12,111,29,.348,.880
Dinty Gearin,1,0,0,0,0,0,0,0,0,0,,,,,0,0,,6,7,0,2,0,0,0,.286,.571
Hank Gowdy,3,4,0,0,0,0,0,0,1,0,.000,.200,.000,.200,0,0,0,*76,170,18,46,1,23,3,.271,.780
Heinie Groh,6,22,3,4,0,1,0,2,3,1,.182,.280,.273,.553,0,0,0,123,465,91,135,4,48,3,.290,.763
Travis Jackson,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,,96,327,45,90,4,37,3,.275,.712
Claude Jonnard,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,45,26,1,1,0,0,0,.038,.146
High Pockets Kelly,6,22,1,4,0,0,0,1,1,2,.182,.217,.182,.399,0,0,1,145,560,82,172,16,103,14,.307,.814
Freddie Maguire,2,0,1,0,0,0,0,0,0,0,,,,,0,0,,41,30,11,6,0,2,1,.200,.483
Hugh McQuillan,2,3,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,41,82,9,14,0,5,1,.171,.404
Irish Meusel,6,25,3,7,1,1,1,2,0,2,.280,.280,.520,.800,0,0,0,146,595,102,177,19,125,8,.297,.818
Art Nehf,2,6,0,1,0,0,0,0,0,4,.167,.167,.167,.333,0,0,0,34,63,5,12,0,8,0,.190,.504
Jimmy O'Connell,2,1,0,0,0,0,0,0,0,1,.000,.500,.000,.500,0,0,,87,252,42,63,6,39,7,.250,.724
Rosy Ryan,3,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,45,53,3,11,0,4,0,.208,.495
Jack Scott,2,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,1,40,79,12,25,1,10,1,.316,.754
Frank Snyder,5,17,1,2,0,0,1,2,0,2,.118,.118,.294,.412,0,0,0,120,402,37,103,5,63,5,.256,.654
Casey Stengel,6,12,3,5,0,0,2,4,4,0,.417,.563,.917,1.479,0,0,0,75,218,39,74,5,43,6,.339,.905
Mule Watson,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,*28,54,4,10,0,4,0,.185,.426
Ross Youngs,6,23,2,8,0,0,1,3,2,0,.348,.400,.478,.878,0,0,2,152,596,121,200,3,87,13,.336,.859
Totals,79,201,17,47,2,3,5,17,12,18,.234,.280,.348,.629,1,1,,153,5452,854,1610,85,,106,.295,.772
