
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Augie Bergamo,3,6,0,0,0,0,0,1,2,3,.000,.250,.000,.250,0,0,0,80,192,35,55,2,19,0,.286,.779
Harry Brecheen,1,4,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,31,68,8,11,0,4,0,.162,.451
Bud Byerly,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,9,12,1,2,0,1,0,.167,.333
Mort Cooper,2,4,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,34,94,9,19,0,13,0,.202,.491
Walker Cooper,6,22,1,7,2,1,0,2,3,2,.318,.400,.500,.900,0,0,0,112,397,56,126,13,72,4,.317,.855
Blix Donnelly,2,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,27,16,0,1,0,0,0,.063,.273
George Fallon,2,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,69,141,16,28,1,9,1,.199,.547
Debs Garms,2,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,,73,149,17,30,0,5,0,.201,.487
Johnny Hopp,6,27,2,5,0,0,0,0,0,8,.185,.185,.185,.370,0,0,0,139,527,106,177,11,72,15,.336,.903
Al Jurisich,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,30,45,2,8,0,1,0,.178,.396
Whitey Kurowski,6,23,2,5,1,0,0,1,1,4,.217,.250,.261,.511,0,0,0,149,555,95,150,20,87,2,.270,.790
Max Lanier,2,4,0,2,0,0,0,1,0,0,.500,.500,.500,1.000,0,0,0,33,77,11,14,0,2,0,.182,.417
Danny Litwhiler,5,20,2,4,1,0,1,1,2,7,.200,.273,.400,.673,0,0,0,140,492,53,130,15,82,2,.264,.755
Marty Marion,6,22,1,5,3,0,0,2,2,3,.227,.292,.364,.655,0,0,0,144,506,50,135,6,63,1,.267,.686
Stan Musial,6,23,2,7,2,0,1,2,2,0,.304,.360,.522,.882,0,0,1,146,568,112,197,12,94,7,.347,.990
Ken O'Dea,3,3,0,1,0,0,0,2,0,0,.333,.333,.333,.667,0,0,,85,265,35,66,6,37,1,.249,.717
Ray Sanders,6,21,5,6,0,0,1,1,5,8,.286,.423,.429,.852,0,0,0,154,601,87,177,12,102,2,.295,.812
Freddy Schmidt,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,37,34,3,7,0,3,0,.206,.434
Emil Verban,6,17,1,7,0,0,0,2,2,0,.412,.474,.412,.885,0,0,0,146,498,51,128,0,43,0,.257,.580
Ted Wilks,2,2,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,36,64,6,9,0,6,0,.141,.375
Totals,69,204,16,49,9,1,3,15,19,43,.240,.305,.338,.643,0,0,,157,5475,772,1507,100,,37,.275,.745
