
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Jim Bagby,2,6,1,2,0,0,1,3,0,0,.333,.333,.833,1.167,0,0,1,49,131,17,33,1,14,0,.252,.659
George Burns,5,10,1,3,1,0,0,3,3,3,.300,.462,.400,.862,0,0,1,*66,116,8,29,1,20,5,.250,.679
Ray Caldwell,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,41,89,17,19,0,7,0,.213,.547
Stan Coveleski,3,10,2,1,0,0,0,0,0,4,.100,.100,.100,.200,0,0,1,41,111,13,25,0,17,0,.225,.592
Joe Evans,4,13,0,4,0,0,0,0,1,0,.308,.357,.308,.665,0,1,0,56,172,32,60,0,23,6,.349,.910
Larry Gardner,7,24,1,5,1,0,0,2,1,1,.208,.240,.250,.490,0,0,2,154,597,72,185,3,118,3,.310,.781
Jack Graney,3,3,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,62,152,31,45,0,13,4,.296,.794
Charlie Jamieson,6,15,2,5,1,0,0,1,1,0,.333,.375,.400,.775,1,1,0,108,370,69,118,1,40,2,.319,.799
Doc Johnston,5,11,1,3,0,0,0,0,2,1,.273,.385,.273,.657,1,2,0,147,535,68,156,2,71,13,.292,.718
Harry Lunte,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,23,71,6,14,0,7,0,.197,.447
Duster Mails,2,5,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,9,20,3,4,0,0,0,.200,.523
Les Nunamaker,2,2,0,1,0,0,0,0,0,0,.500,.500,.500,1.000,0,0,0,34,54,10,18,0,14,1,.333,.879
Steve O'Neill,7,21,1,7,3,0,0,2,4,3,.333,.440,.476,.916,0,0,1,149,489,63,157,3,55,3,.321,.848
Joe Sewell,7,23,0,4,0,0,0,0,2,1,.174,.240,.174,.414,0,2,6,22,70,14,23,0,12,1,.329,.827
Elmer Smith,5,13,1,4,0,1,1,5,1,1,.308,.357,.692,1.049,0,0,0,129,456,82,144,12,103,5,.316,.910
Tris Speaker,7,25,6,8,2,1,0,1,3,1,.320,.393,.480,.873,0,0,0,150,552,137,214,8,107,10,.388,1.045
Pinch Thomas,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,9,9,2,3,0,0,0,.333,.944
George Uhle,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,27,32,4,11,0,2,1,.344,.726
Bill Wambsganss,7,26,3,4,0,0,0,1,2,1,.154,.214,.154,.368,0,0,0,153,565,83,138,1,55,9,.244,.633
Smoky Joe Wood,4,10,2,2,1,0,0,0,1,2,.200,.273,.300,.573,0,0,0,61,137,25,37,1,30,1,.270,.792
Totals,81,217,21,53,9,2,2,18,21,21,.244,.311,.332,.643,2,6,,154,5196,857,1574,35,,73,.303,.794
