
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Gene Alley,2,2,0,0,0,0,0,0,1,0,.000,.333,.000,.333,0,0,0,114,348,38,79,6,28,9,.227,.638
Steve Blass,2,7,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,34,83,5,10,0,2,0,.120,.276
Nelson Briles,1,2,0,1,0,0,0,1,0,1,.500,.500,.500,1.000,0,0,0,37,39,3,10,1,4,0,.256,.703
Dave Cash,7,30,2,4,1,0,0,1,3,1,.133,.212,.167,.379,1,0,0,123,478,79,138,2,34,13,.289,.703
Roberto Clemente,7,29,3,12,2,1,2,4,2,2,.414,.452,.759,1.210,0,0,0,132,522,82,178,13,86,1,.341,.871
Gene Clines,3,11,2,1,0,1,0,0,1,1,.091,.167,.273,.439,1,0,0,97,273,52,84,1,24,15,.308,.758
Vic Davalillo,3,3,1,1,0,0,0,0,0,0,.333,.333,.333,.667,0,0,0,99,295,48,84,1,33,10,.285,.695
Dock Ellis,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,44,79,11,16,0,12,2,.203,.461
Dave Giusti,3,0,0,0,0,0,0,0,0,0,,,,,0,0,0,58,17,1,1,0,2,0,.059,.170
Richie Hebner,3,12,2,2,0,0,1,3,3,3,.167,.333,.417,.750,0,0,1,112,388,50,105,17,67,2,.271,.813
Jackie Hernandez,7,18,2,4,0,0,0,1,2,5,.222,.333,.222,.556,1,0,0,88,233,30,48,3,26,0,.206,.557
Bob Johnson,2,3,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,31,48,3,3,0,2,0,.063,.259
Bruce Kison,2,2,0,0,0,0,0,0,1,2,.000,.333,.000,.333,0,0,0,18,31,2,2,0,1,0,.065,.218
Milt May,2,2,0,1,0,0,0,1,0,0,.500,.500,.500,1.000,0,0,,49,126,15,35,6,25,0,.278,.750
Bill Mazeroski,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,,70,193,17,49,1,16,0,.254,.599
Bob Miller,3,0,0,0,0,0,0,0,0,0,,,,,0,0,0,*56,12,0,0,0,0,0,.000,.077
Bob Moose,3,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,30,39,2,4,0,0,1,.103,.269
Al Oliver,5,19,1,4,2,0,0,2,2,5,.211,.286,.316,.602,0,0,1,143,529,69,149,14,64,4,.282,.763
Jose Pagan,4,15,0,4,2,0,0,2,0,1,.267,.267,.400,.667,0,0,0,57,158,16,38,5,15,0,.241,.653
Bob Robertson,7,25,4,6,0,0,2,5,4,8,.240,.345,.480,.825,0,0,1,131,469,65,127,26,72,1,.271,.840
Charlie Sands,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,,28,25,4,5,1,5,0,.200,.775
Manny Sanguillen,7,29,3,11,1,0,0,0,0,3,.379,.379,.414,.793,2,0,0,138,533,60,170,7,81,6,.319,.771
Willie Stargell,7,24,3,5,1,0,0,1,7,9,.208,.387,.250,.637,0,0,0,141,511,104,151,48,125,0,.295,1.026
Bob Veale,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,37,9,2,3,0,1,0,.333,.667
Luke Walker,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,28,46,1,1,0,0,0,.022,.156
Totals,85,238,23,56,9,2,5,21,26,47,.235,.313,.353,.666,5,0,,162,5674,788,1555,154,,65,.274,.746
