
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Eddie Bressoud,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,52,67,8,9,1,1,0,.134,.461
Nelson Briles,2,3,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,49,40,5,6,0,0,0,.150,.359
Lou Brock,7,29,8,12,2,1,1,3,2,3,.414,.452,.655,1.107,7,0,0,159,689,113,206,21,76,52,.299,.799
Steve Carlton,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,30,72,5,11,0,3,0,.153,.367
Orlando Cepeda,7,29,1,3,2,0,0,1,0,4,.103,.103,.172,.276,0,0,0,151,563,91,183,25,111,11,.325,.923
Curt Flood,7,28,2,5,1,0,0,3,3,3,.179,.258,.214,.472,0,0,0,134,514,68,172,5,50,2,.335,.793
Phil Gagliano,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,,73,217,20,48,2,21,0,.221,.564
Bob Gibson,3,11,1,1,0,0,1,1,1,2,.091,.167,.364,.530,0,0,0,27,60,7,8,0,3,0,.133,.369
Joe Hoerner,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,57,11,0,2,0,0,0,.182,.364
Dick Hughes,2,3,0,0,0,0,0,0,0,3,.000,.000,.000,.000,0,0,0,40,78,3,10,0,4,0,.128,.278
Larry Jaster,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,35,50,3,5,0,2,0,.100,.267
Julian Javier,7,25,2,9,3,0,1,4,0,6,.360,.360,.600,.960,0,1,1,140,520,68,146,14,64,6,.281,.718
Jack Lamabe,3,0,0,0,0,0,0,0,0,0,,,,,0,0,0,*42,15,0,2,0,1,0,.133,.321
Roger Maris,7,26,3,10,1,0,1,7,3,1,.385,.433,.538,.972,0,0,1,125,410,64,107,9,55,0,.261,.751
Dal Maxvill,7,19,1,3,0,1,0,1,4,1,.158,.304,.263,.568,0,0,0,152,476,37,108,1,41,0,.227,.576
Tim McCarver,7,24,3,3,1,0,0,2,2,2,.125,.185,.167,.352,0,0,0,138,471,68,139,14,69,8,.295,.822
Dave Ricketts,3,3,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,,52,99,11,27,1,14,0,.273,.679
Mike Shannon,7,24,3,5,1,0,1,2,1,4,.208,.240,.375,.615,0,0,2,130,482,53,118,12,77,2,.245,.672
Ed Spiezio,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,,55,105,9,22,3,10,2,.210,.580
Bobby Tolan,3,2,1,0,0,0,0,0,1,1,.000,.333,.000,.333,0,0,,110,265,35,67,6,32,12,.253,.679
Ray Washburn,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,27,66,0,6,0,3,0,.091,.241
Ron Willis,3,0,0,0,0,0,0,0,0,0,,,,,0,0,0,65,8,0,3,0,2,0,.375,.875
Hal Woodeshick,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,36,4,0,0,0,0,0,.000,.000
Totals,86,229,25,51,11,2,5,24,17,30,.223,.274,.354,.628,7,1,,161,5566,695,1462,115,,102,.263,.699
