
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Bobby Avila,4,15,1,2,0,0,0,0,2,1,.133,.235,.133,.369,0,0,0,143,555,112,189,15,67,9,.341,.880
Sam Dente,3,3,1,0,0,0,0,0,1,0,.000,.250,.000,.250,0,0,0,68,169,18,45,1,19,0,.266,.656
Larry Doby,4,16,0,2,0,0,0,0,2,4,.125,.222,.125,.347,0,0,0,153,577,94,157,32,126,3,.272,.847
Mike Garcia,2,0,0,0,0,0,0,0,0,0,,,,,0,0,1,45,81,5,11,0,4,0,.136,.329
Bill Glynn,2,2,1,1,1,0,0,0,0,1,.500,.500,1.000,1.500,0,0,0,111,171,19,43,5,18,3,.251,.677
Mickey Grasso,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,4,6,1,2,1,1,0,.333,1.333
Jim Hegan,4,13,1,2,1,0,0,0,1,1,.154,.214,.231,.445,0,0,0,139,423,56,99,11,40,0,.234,.662
Art Houtteman,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,32,65,6,18,1,10,1,.277,.648
Bob Lemon,3,6,0,0,0,0,0,0,1,1,.000,.143,.000,.143,0,0,0,40,98,11,21,2,10,0,.214,.594
Hank Majeski,4,6,1,1,0,0,1,3,0,1,.167,.167,.667,.833,0,0,0,57,121,10,34,3,17,0,.281,.709
Dale Mitchell,3,2,0,0,0,0,0,0,1,0,.000,.333,.000,.333,0,0,,53,60,6,17,1,6,0,.283,.727
Don Mossi,3,0,0,0,0,0,0,0,0,0,,,,,0,0,0,40,19,1,3,0,0,0,.158,.431
Hal Naragon,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,46,101,10,24,0,12,0,.238,.597
Ray Narleski,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,42,16,0,0,0,0,0,.000,.059
Hal Newhouser,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,26,13,0,2,0,1,0,.154,.308
Dave Philley,4,8,0,1,0,0,0,0,1,3,.125,.222,.125,.347,0,0,0,133,452,48,102,12,60,2,.226,.655
Dave Pope,3,3,0,0,0,0,0,0,1,1,.000,.250,.000,.250,0,0,0,60,102,21,30,4,13,2,.294,.805
Rudy Regalado,4,3,0,1,0,0,0,1,0,0,.333,.333,.333,.667,0,0,0,65,180,21,45,2,24,0,.250,.644
Al Rosen,3,12,0,3,0,0,0,0,1,0,.250,.308,.250,.558,0,0,0,137,466,76,140,24,102,6,.300,.910
Al Smith,4,14,2,3,0,0,1,2,2,2,.214,.353,.429,.782,0,0,0,131,481,101,135,11,50,2,.281,.832
George Strickland,3,9,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,1,112,361,42,77,6,37,2,.213,.627
Vic Wertz,4,16,2,8,2,1,1,3,2,2,.500,.556,.938,1.493,0,0,1,*123,389,38,100,15,61,0,.257,.751
Wally Westlake,2,7,0,1,0,0,0,0,1,3,.143,.250,.143,.393,0,0,1,85,240,36,63,11,42,0,.263,.791
Early Wynn,1,2,0,1,1,0,0,0,0,1,.500,.500,1.000,1.500,0,0,0,40,93,10,17,0,4,0,.183,.455
Totals,66,137,9,26,5,1,3,9,16,23,.190,.279,.307,.586,0,0,,156,5222,746,1368,156,,30,.262,.744
