
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Dusty Baker,6,24,4,7,0,0,1,5,0,2,.292,.320,.417,.737,0,0,1,153,533,86,155,30,86,2,.291,.876
Glenn Burke,3,5,0,1,0,0,0,0,0,1,.200,.200,.200,.400,0,0,0,83,169,16,43,1,13,13,.254,.600
Ron Cey,6,21,2,4,1,0,1,3,3,5,.190,.280,.381,.661,0,0,0,153,564,77,136,30,110,3,.241,.797
Vic Davalillo,3,3,0,1,0,0,0,1,0,0,.333,.333,.333,.667,0,0,,24,48,3,15,0,4,0,.313,.667
Mike Garman,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,49,7,0,0,0,0,0,.000,.000
Steve Garvey,6,24,5,9,1,1,1,3,1,4,.375,.400,.625,1.025,0,1,0,162,646,91,192,33,115,9,.297,.834
Ed Goodson,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,,61,66,3,11,1,5,0,.167,.430
Jerry Grote,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,*60,142,11,38,0,11,0,.268,.632
Burt Hooton,2,5,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,32,67,1,11,0,3,0,.164,.382
Charlie Hough,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,70,22,1,4,1,2,0,.182,.536
Tommy John,1,2,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,31,79,3,14,1,4,0,.177,.433
Lee Lacy,4,7,1,3,0,0,0,2,1,1,.429,.500,.429,.929,0,0,0,75,169,28,45,6,21,4,.266,.720
Rafael Landestoy,1,0,0,0,0,0,0,0,0,0,,,,,0,0,,15,18,6,5,0,0,2,.278,.659
Davey Lopes,6,24,3,4,0,1,1,2,4,3,.167,.286,.375,.661,2,1,0,134,502,85,142,11,53,47,.283,.779
Rick Monday,4,12,0,2,0,0,0,0,0,3,.167,.167,.167,.333,0,1,0,118,392,47,90,15,48,1,.230,.713
Manny Mota,3,3,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,,49,38,5,15,1,4,1,.395,1.021
Johnny Oates,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,60,156,18,42,3,11,1,.269,.666
Doug Rau,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,32,71,4,10,0,2,0,.141,.360
Lance Rautzhan,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,25,1,0,0,0,0,0,.000,.000
Rick Rhoden,2,2,1,1,1,0,0,0,0,0,.500,.500,1.000,1.500,0,0,0,32,78,8,18,3,12,0,.231,.615
Bill Russell,6,26,3,4,0,1,0,2,1,3,.154,.185,.231,.416,0,0,0,153,634,84,176,4,51,16,.278,.664
Reggie Smith,6,22,7,6,1,0,3,5,4,3,.273,.385,.727,1.112,0,1,0,148,488,104,150,32,87,7,.307,1.003
Elias Sosa,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,45,4,1,1,0,0,0,.250,.500
Don Sutton,2,6,0,0,0,0,0,0,1,4,.000,.143,.000,.143,0,0,0,33,73,3,11,0,8,0,.151,.413
Steve Yeager,6,19,2,6,1,0,2,5,1,1,.316,.333,.684,1.018,0,0,0,125,387,53,99,16,55,1,.256,.779
Totals,79,208,28,48,5,3,9,28,16,36,.231,.286,.413,.700,2,4,,162,5589,769,1484,191,,114,.266,.753
