
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Benny Bengough,4,13,1,3,0,0,0,1,1,1,.231,.286,.231,.516,0,0,0,58,161,12,43,0,9,0,.267,.600
Pat Collins,1,1,0,1,1,0,0,0,0,0,1.000,1.000,2.000,3.000,0,0,0,70,136,18,30,6,14,0,.221,.770
Earle Combs,1,0,0,0,0,0,0,1,0,0,,,,,0,0,,149,626,118,194,7,56,11,.310,.850
Joe Dugan,3,6,0,1,0,0,0,1,0,0,.167,.167,.167,.333,0,0,0,94,312,33,86,6,34,1,.276,.699
Leo Durocher,4,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,102,296,46,80,0,31,1,.270,.665
Cedric Durst,4,8,3,3,0,0,1,2,0,1,.375,.375,.750,1.125,0,0,0,74,135,18,34,2,10,1,.252,.615
Lou Gehrig,4,11,5,6,1,0,4,9,6,0,.545,.706,1.727,2.433,0,0,0,154,562,139,210,27,147,4,.374,1.115
Waite Hoyt,2,7,0,1,0,0,0,0,0,0,.143,.143,.143,.286,0,0,1,42,109,15,28,0,12,0,.257,.530
Mark Koenig,4,19,1,3,0,0,0,0,0,1,.158,.158,.158,.316,0,0,2,132,533,89,170,4,63,3,.319,.774
Tony Lazzeri,4,12,2,3,1,0,0,0,1,0,.250,.308,.333,.641,2,0,2,116,404,62,134,10,82,15,.332,.932
Bob Meusel,4,15,5,3,1,0,1,3,2,5,.200,.294,.467,.761,2,0,0,131,518,77,154,11,113,6,.297,.816
Ben Paschal,3,10,0,2,0,0,0,1,1,0,.200,.273,.200,.473,0,0,0,65,79,12,25,1,15,1,.316,.835
George Pipgras,1,2,0,0,0,0,0,1,0,1,.000,.333,.000,.333,0,0,0,46,115,7,18,0,5,0,.157,.383
Gene Robertson,3,8,1,1,0,0,0,2,1,0,.125,.222,.125,.347,0,0,1,83,251,29,73,1,36,2,.291,.667
Babe Ruth,4,16,9,10,3,0,3,4,1,2,.625,.647,1.375,2.022,0,0,0,154,536,163,173,54,146,4,.323,1.172
Tom Zachary,1,4,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,*27,48,2,12,1,7,0,.250,.578
Totals,47,134,27,37,7,0,9,25,13,13,.276,.345,.530,.874,4,0,,154,5337,894,1578,133,,51,.296,.816
