
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Josh Beckett,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,30,11,1,2,0,1,0,.182,.455
Alex Cora,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,83,207,30,51,3,18,1,.246,.684
Coco Crisp,3,2,1,1,0,0,0,0,0,0,.500,.500,.500,1.000,0,0,0,145,526,85,141,6,60,28,.268,.712
Manny Delcarmen,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,44,0,0,0,0,0,0,,
J.D. Drew,4,15,1,5,2,0,0,2,1,3,.333,.412,.467,.878,0,0,1,140,466,84,126,11,64,4,.270,.796
Jacoby Ellsbury,4,16,4,7,4,0,0,3,2,2,.438,.500,.688,1.188,1,0,0,33,116,20,41,3,18,9,.353,.902
Eric Gagne,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,*54,0,0,0,0,0,0,,
Eric Hinske,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,,84,186,25,38,6,21,3,.204,.714
Bobby Kielty,1,1,1,1,0,0,1,1,0,0,1.000,1.000,4.000,5.000,0,0,,*33,87,10,19,1,12,0,.218,.574
Jon Lester,1,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,12,0,0,0,0,0,0,,
Javier Lopez,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,61,0,0,0,0,0,0,,
Mike Lowell,4,15,6,6,3,0,1,4,3,1,.400,.500,.800,1.300,1,0,1,154,589,79,191,21,120,3,.324,.879
Julio Lugo,4,13,2,5,1,0,0,1,3,0,.385,.500,.462,.962,0,0,0,147,570,71,135,8,73,33,.237,.643
Daisuke Matsuzaka,1,3,0,1,0,0,0,2,0,1,.333,.333,.333,.667,0,0,0,32,4,0,0,0,0,0,.000,.000
Hideki Okajima,3,0,0,0,0,0,0,0,0,0,,,,,0,0,0,66,0,0,0,0,0,0,,
David Ortiz,4,15,4,5,3,0,0,4,2,3,.333,.412,.533,.945,0,0,0,149,549,116,182,35,117,3,.332,1.066
Jonathan Papelbon,3,0,0,0,0,0,0,0,0,0,,,,,0,0,0,59,0,0,0,0,0,0,,
Dustin Pedroia,4,18,2,5,1,0,1,4,2,0,.278,.350,.500,.850,0,0,0,139,520,86,165,8,50,7,.317,.823
Manny Ramirez,4,16,3,4,1,0,0,2,2,2,.250,.333,.313,.646,0,0,0,133,483,84,143,20,88,0,.296,.881
Curt Schilling,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,24,2,0,1,0,0,0,.500,1.000
Mike Timlin,3,0,0,0,0,0,0,0,0,0,,,,,0,0,0,50,0,0,0,0,0,0,,
Jason Varitek,4,15,2,5,1,0,0,5,1,5,.333,.333,.400,.733,0,0,0,131,435,57,111,17,68,1,.255,.787
Kevin Youkilis,4,9,3,2,2,0,0,1,3,1,.222,.417,.444,.861,0,0,0,145,528,85,152,16,83,4,.288,.843
Totals,60,141,29,47,18,0,3,29,19,20,.333,.411,.525,.936,2,0,,162,5589,867,1561,166,,96,.279,.806
