
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Ed Abbaticchio,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,,,36,87,13,20,1,16,2,.230,.632
Bill Abstein,7,26,3,6,2,0,0,2,3,9,.231,.310,.308,.618,1,,5,137,512,51,133,1,70,16,.260,.646
Babe Adams,3,9,0,0,0,0,0,0,1,1,.000,.100,.000,.100,0,,0,25,39,0,2,0,1,0,.051,.200
Bobby Byrne,7,24,5,6,1,0,0,0,1,4,.250,.333,.292,.625,1,,0,*151,589,92,133,1,40,29,.226,.618
Howie Camnitz,2,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,,0,41,87,8,12,0,6,0,.138,.392
Fred Clarke,7,19,7,4,0,0,2,7,5,3,.211,.400,.526,.926,3,,1,152,550,97,158,3,68,31,.287,.756
George Gibson,7,25,2,6,2,0,0,2,1,1,.240,.269,.320,.589,2,,0,150,510,42,135,2,52,9,.265,.686
Ham Hyatt,2,4,1,0,0,0,0,1,1,0,.000,.200,.000,.200,0,,0,49,67,9,20,0,7,1,.299,.791
Tommy Leach,7,25,8,9,4,0,0,2,2,1,.360,.429,.520,.949,1,,0,151,587,126,153,6,43,27,.261,.705
Lefty Leifield,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,,0,32,73,2,14,0,8,1,.192,.511
Nick Maddox,1,4,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,,0,31,67,6,15,0,7,2,.224,.596
Dots Miller,7,28,2,7,1,0,0,4,2,5,.250,.300,.286,.586,3,,1,151,560,71,156,3,87,14,.279,.725
Paddy O'Connor,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,,,9,16,1,5,0,3,0,.313,.688
Deacon Phillippe,2,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,,2,22,42,1,3,0,4,0,.071,.188
Honus Wagner,7,24,4,8,2,1,0,6,4,2,.333,.467,.500,.967,6,,3,137,495,92,168,5,100,35,.339,.909
Vic Willis,2,4,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,,0,39,103,6,14,0,2,0,.136,.356
Chief Wilson,7,26,2,4,1,0,0,1,0,2,.154,.154,.192,.346,1,,0,154,569,64,155,4,59,17,.272,.677
Totals,71,223,34,50,13,1,2,25,20,34,.224,.305,.318,.624,18,,,154,5129,699,1332,25,,185,.260,.680
