
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Matt Alexander,1,0,0,0,0,0,0,0,0,0,,,,,0,1,0,44,13,16,7,0,1,13,.538,1.231
Jim Bibby,2,4,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,34,45,3,8,2,5,0,.178,.529
Bert Blyleven,2,3,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,38,70,1,9,0,3,0,.129,.271
John Candelaria,2,3,0,1,0,0,0,0,0,2,.333,.333,.333,.667,0,0,0,33,68,0,9,0,6,0,.132,.336
Mike Easler,2,1,0,0,0,0,0,0,1,0,.000,.500,.000,.500,0,0,,55,54,8,15,2,11,0,.278,.815
Tim Foli,7,30,6,10,1,1,0,3,2,0,.333,.375,.433,.808,0,0,3,*136,532,70,153,1,65,6,.288,.671
Phil Garner,7,24,4,12,4,0,0,5,3,1,.500,.571,.667,1.238,0,0,2,150,549,76,161,11,59,17,.293,.800
Grant Jackson,4,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,72,9,0,0,0,1,0,.000,.000
Bruce Kison,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,37,55,6,8,1,6,0,.145,.397
Lee Lacy,4,4,0,1,0,0,0,0,0,1,.250,.250,.250,.500,0,0,,84,182,17,45,5,15,6,.247,.739
Bill Madlock,7,24,2,9,1,0,0,3,5,1,.375,.483,.417,.899,0,2,1,*154,560,85,167,14,85,32,.298,.792
John Milner,3,9,2,3,1,0,0,1,2,0,.333,.455,.444,.899,0,0,0,128,326,52,90,16,60,3,.276,.849
Omar Moreno,7,33,4,11,2,0,0,3,1,7,.333,.353,.394,.747,0,0,0,162,695,110,196,8,69,77,.282,.714
Steve Nicosia,4,16,1,1,0,0,0,0,0,2,.063,.063,.063,.125,0,0,0,70,191,22,55,4,13,0,.288,.799
Ed Ott,3,12,2,4,1,0,0,3,0,2,.333,.308,.417,.724,0,0,0,117,403,49,110,7,51,0,.273,.699
Dave Parker,7,29,2,10,3,0,0,4,2,7,.345,.394,.448,.842,0,1,1,158,622,109,193,25,94,20,.310,.906
Bill Robinson,7,19,2,5,1,0,0,2,0,4,.263,.286,.316,.602,0,0,0,148,421,59,111,24,75,13,.264,.805
Don Robinson,4,0,0,0,0,0,0,0,0,0,,,,,0,0,0,29,49,4,10,0,3,0,.204,.454
Enrique Romo,2,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,84,12,0,2,0,1,0,.167,.333
Jim Rooker,2,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,19,33,1,4,0,0,0,.121,.268
Manny Sanguillen,3,3,0,1,0,0,0,1,0,0,.333,.333,.333,.667,0,0,,56,74,8,17,0,4,0,.230,.598
Willie Stargell,7,30,7,12,4,0,3,7,0,6,.400,.375,.833,1.208,0,0,2,126,424,60,119,32,82,0,.281,.904
Rennie Stennett,1,1,0,1,0,0,0,0,0,0,1.000,1.000,1.000,2.000,0,0,,108,319,31,76,0,24,1,.238,.581
Kent Tekulve,5,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,94,15,3,2,0,1,0,.133,.321
Totals,94,251,32,81,18,1,3,32,16,35,.323,.364,.438,.802,0,4,,163,5661,775,1541,148,,180,.272,.746
