
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Johnny Bench,7,23,4,6,1,0,1,1,5,5,.261,.393,.435,.828,2,0,1,147,538,87,145,40,125,6,.270,.920
Jack Billingham,3,5,0,0,0,0,0,0,0,4,.000,.000,.000,.000,0,0,0,36,71,2,5,0,2,0,.070,.180
Pedro Borbon,6,0,0,0,0,0,0,0,0,0,,,,,0,0,0,62,21,0,1,0,1,0,.048,.178
Clay Carroll,5,0,0,0,0,0,0,0,0,0,,,,,0,0,0,65,11,2,2,0,1,0,.182,.364
Darrel Chaney,4,7,0,0,0,0,0,0,2,2,.000,.300,.000,.300,0,0,0,83,196,29,49,2,19,1,.250,.682
Dave Concepcion,6,13,2,4,0,1,0,2,2,2,.308,.375,.462,.837,1,1,1,119,378,40,79,2,29,13,.209,.541
George Foster,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,59,145,15,29,2,12,2,.200,.513
Cesar Geronimo,7,19,1,3,0,0,0,3,1,4,.158,.200,.158,.358,1,0,0,120,255,32,70,4,29,2,.275,.756
Ross Grimsley,4,2,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,30,66,5,8,0,1,0,.121,.256
Don Gullett,1,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,31,38,7,8,0,3,0,.211,.487
Joe Hague,3,3,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,*96,214,25,52,7,31,1,.243,.766
Tom Hall,4,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,47,30,5,3,0,0,0,.100,.256
Julian Javier,4,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,,44,91,3,19,2,12,1,.209,.552
Jim McGlothlin,1,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,31,46,6,8,1,1,0,.174,.516
Hal McRae,5,9,1,4,1,0,0,2,0,1,.444,.400,.556,.956,0,0,0,61,97,9,27,5,26,0,.278,.769
Denis Menke,7,24,1,2,0,0,1,2,2,6,.083,.154,.208,.362,0,0,0,140,447,41,104,9,50,0,.233,.667
Joe Morgan,7,24,4,3,2,0,0,1,6,3,.125,.300,.208,.508,2,1,1,149,552,122,161,16,73,58,.292,.851
Gary Nolan,2,3,0,0,0,0,0,0,0,3,.000,.000,.000,.000,0,0,0,25,60,5,7,0,2,0,.117,.305
Tony Perez,7,23,3,10,2,0,0,2,4,4,.435,.500,.522,1.022,0,0,1,136,515,64,146,21,90,4,.283,.846
Pete Rose,7,28,3,6,0,0,1,2,4,4,.214,.313,.321,.634,1,1,0,154,645,107,198,6,57,10,.307,.799
Bobby Tolan,7,26,2,7,1,0,0,6,1,4,.269,.296,.308,.604,5,0,1,149,604,88,171,8,82,42,.283,.720
Ted Uhlaender,4,4,0,1,1,0,0,0,0,1,.250,.250,.500,.750,0,0,,73,113,9,18,0,6,0,.159,.432
Totals,103,220,21,46,8,1,3,21,27,46,.209,.295,.295,.590,12,3,,154,5241,707,1317,124,,140,.251,.710
