
,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,Playoff Series Stats,,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats,Regular Season Stats
Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,G,AB,R,H,HR,RBI,SB,BA,OPS
Johnny Antonelli,2,3,0,0,0,0,0,1,0,0,.000,.000,.000,.000,0,0,0,39,98,6,16,2,9,0,.163,.421
Al Dark,4,17,2,7,0,0,0,0,1,1,.412,.444,.412,.856,0,0,1,154,644,98,189,20,70,5,.293,.770
Ruben Gomez,1,4,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,49,81,11,14,2,6,0,.173,.442
Marv Grissom,1,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,56,32,3,5,0,1,0,.156,.362
Monte Irvin,4,9,1,2,1,0,0,2,0,3,.222,.222,.333,.556,0,0,1,135,432,62,113,19,64,7,.262,.801
Don Liddle,2,3,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,1,29,37,3,7,0,2,0,.189,.523
Whitey Lockman,4,18,2,2,0,0,0,0,1,2,.111,.158,.111,.269,0,0,0,148,570,73,143,16,60,2,.251,.694
Sal Maglie,1,3,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,34,63,3,8,0,1,0,.127,.318
Willie Mays,4,14,4,4,1,0,0,3,4,1,.286,.444,.357,.802,1,0,0,151,565,119,195,41,110,8,.345,1.078
Don Mueller,4,18,4,7,0,0,0,1,0,1,.389,.389,.389,.778,0,0,2,153,619,90,212,4,71,2,.342,.807
Dusty Rhodes,3,6,2,4,0,0,2,7,1,2,.667,.714,1.667,2.381,0,0,0,82,164,31,56,15,50,1,.341,1.105
Hank Thompson,4,11,6,4,1,0,0,2,7,1,.364,.611,.455,1.066,0,0,0,136,448,76,118,26,86,3,.263,.871
Wes Westrum,4,11,0,3,0,0,0,3,1,3,.273,.286,.273,.558,0,1,0,98,246,25,46,8,27,0,.187,.620
Hoyt Wilhelm,2,1,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,1,57,21,0,1,0,1,0,.048,.095
Davey Williams,4,11,0,0,0,0,0,1,2,2,.000,.154,.000,.154,0,0,1,142,544,65,121,9,46,1,.222,.600
Totals,44,130,21,33,3,0,2,20,17,24,.254,.336,.323,.659,1,1,,154,5245,732,1386,186,,30,.264,.755
